simulation_index,country,age_testing_strategy,WHO_region,pandemic,time_of_pandemic,total_cost_pand_ngiv,total_cost_epid_ngiv,vaccs_pand_ngiv,vaccs_epid_ngiv,total_cost_pand_base,total_cost_epid_base,vaccs_pand_base,vaccs_epid_base,threshold_cost_pand,threshold_cost_epid,tc_diff,sens_a
1,AGO,2,AFR,1918,9,2966688655.402231,323714351.0596588,35975548.96330361,35975548.96330361,3653767382.313156,522710992.9619235,100217785.68468185,100217785.68468185,19.098491800966556,5.531441427210703,13.567050373755853,70% coverage
1,AGO,2,AFR,1918,10,2958032544.664063,341121271.60458696,38978771.21196335,38978771.21196335,3643770414.169789,546048308.9002175,110336501.64835304,110336501.64835304,17.592598437152876,5.257401167965358,12.335197269187518,70% coverage
1,AGO,2,AFR,1918,11,2947959037.0838943,358288386.3203839,42029510.36833734,42029510.36833734,3624089498.251772,559651650.7693312,120681444.02215779,120681444.02215779,16.08704111093419,4.790997151388255,11.296043959545937,70% coverage
1,AGO,2,AFR,1918,12,2937864932.482699,375236049.7142808,45131346.74348957,45131346.74348957,3636043665.7783446,604825437.771875,131261741.09198785,131261741.09198785,15.469929077539916,5.087137978897421,10.382791098642496,70% coverage
1,AGO,2,AFR,1918,13,2927560601.0004106,391972948.8668936,48286822.3351321,48286822.3351321,3618201236.03468,620144341.2146282,142085805.42677677,142085805.42677677,14.302880198678535,4.725334600900497,9.577545597778037,70% coverage
1,AGO,2,AFR,1918,14,2917195693.6732297,408683141.2594494,51531921.402774796,51531921.402774796,3603246331.2803907,638271738.8083068,153212233.43176582,153212233.43176582,13.313119692257775,4.455269497024711,8.857850195233064,70% coverage
1,AGO,2,AFR,1918,15,2901175437.6522326,408683141.2594494,54804446.91001338,51531921.402774796,3580313469.0477247,638271738.8083068,164550426.9703792,153212233.43176582,12.39202418209983,4.189233000121912,8.202791181977918,70% coverage
1,AGO,2,AFR,1918,16,2895796472.936747,441217650.7152195,58134519.53272273,58134519.53272273,3594632212.8580136,695523547.4374332,176156456.31719333,176156456.31719333,12.021011707646544,4.37443878037162,7.646572927274923,70% coverage
1,AGO,2,AFR,1918,17,2884553472.695563,457200698.3205678,61525588.50118205,61525588.50118205,3599636205.9318624,733234675.8418473,188039370.0059862,188039370.0059862,11.622525694696298,4.4864906495933194,7.136035045102979,70% coverage
1,AGO,2,AFR,1918,18,2873249098.9229593,473006971.3657813,64979996.27028265,64979996.27028265,3599456133.790007,765613388.8720855,200207519.84778973,200207519.84778973,11.175855287008758,4.503022996326672,6.672832290682086,70% coverage
1,AGO,2,AFR,1918,19,2861871843.224507,488745949.97638977,68499718.65669698,68499718.65669698,3584829617.516161,784136057.2757162,212669264.56414247,212669264.56414247,10.554171439957777,4.31228205154748,6.241889388410297,70% coverage
1,AGO,2,AFR,1918,20,2855033025.822256,508703260.28119004,72124076.59400265,72124076.59400265,3624669792.1211233,855380011.1626846,225490785.47061107,225490785.47061107,10.671010328926208,4.806671603339762,5.864338725586446,70% coverage
1,AGO,2,AFR,1918,21,2843523110.627709,528919657.18207586,75783765.01566592,75783765.01566592,3606217488.8748026,868892324.129731,238566962.27972868,238566962.27972868,10.064086656151625,4.4860883710036905,5.577998285147935,70% coverage
1,AGO,2,AFR,1918,22,2837267958.317759,544137721.3673064,79511653.32784696,79511653.32784696,3605631392.552767,900385152.515108,251961270.73280954,251961270.73280954,9.663532351249797,4.480443007252057,5.18308934399774,70% coverage
1,AGO,2,AFR,1918,23,2825751574.9105234,559138945.8547052,83311258.22134882,83311258.22134882,3602675704.782348,928535549.9113196,265683287.2389406,265683287.2389406,9.325559911814356,4.433933803702357,4.891626108111999,70% coverage
1,AGO,2,AFR,1918,24,2814262993.2857623,573981718.4074745,87184880.1536098,87184880.1536098,3585581730.039232,944159954.1943399,279741865.3226215,279741865.3226215,8.846932351050938,4.24589946255192,4.601032888499018,70% coverage
1,AGO,2,AFR,1918,25,2802848178.32511,588674111.3053306,91134437.72819576,91134437.72819576,3573939716.340032,961949968.0840714,294145946.4449694,294145946.4449694,8.461033581121848,4.095881492043861,4.365152089077987,70% coverage
1,AGO,2,AFR,1918,26,2791659009.2869444,603468450.6007864,95203657.86145069,95203657.86145069,3552775629.370543,972010149.0494609,308971322.2380802,308971322.2380802,7.994615303450284,3.8710875897752897,4.123527713674994,70% coverage
1,AGO,2,AFR,1918,27,2775916692.8279066,617933124.9278355,99314812.24224046,99314812.24224046,3575326334.1670513,1024365971.9868501,324096028.53001374,324096028.53001374,8.049248881317833,4.0923688811662595,3.956880000151574,70% coverage
1,GBR,2,EUR,1918,1,326234997387.0381,12649884850.162453,9121852.591787908,9121852.591787908,374051118545.5489,19982075241.74921,18010459.99966749,18010459.99966749,5241.930921089212,803.8049637184093,4438.125957370802,70% coverage
1,GBR,2,EUR,1918,2,319745349355.65137,15948772958.55724,10802859.934644641,10802859.934644641,371126921823.72363,27619715487.98376,23547649.486890174,23547649.486890174,4756.293498103422,1080.3567388667097,3675.9367592367125,70% coverage
1,GBR,2,EUR,1918,3,312810214982.2691,17044388557.79696,12479306.138661826,12479306.138661826,366777307910.0974,30638886417.903004,29037456.780891992,29037456.780891992,4324.526726741177,1089.3632794205816,3235.163447320596,70% coverage
1,GBR,2,EUR,1918,4,310239046237.6719,24706728117.54014,14112830.926664876,14112830.926664876,365543279342.8619,40867602331.616974,34430836.68788558,34430836.68788558,3918.7200209915236,1145.119239226651,2773.6007817648724,70% coverage
1,GBR,2,EUR,1918,5,304397625052.67035,28712495246.525982,15723457.261552412,15723457.261552412,359921620807.7848,46307031350.255974,39758697.90737541,39758697.90737541,3531.2841718903514,1118.9992004336611,2412.28497145669,70% coverage
1,GBR,2,EUR,1918,6,298902406282.5716,32638686771.020622,17313362.161900952,17313362.161900952,354455722110.2348,51517097965.895996,45025431.53115302,45025431.53115302,3208.695994929943,1090.3954424530207,2118.3005524769223,70% coverage
1,GBR,2,EUR,1918,7,291710545945.3521,34496309651.135895,18884027.621234637,18884027.621234637,350219802707.58453,57587315270.965706,50234835.88146635,50234835.88146635,3098.346281618449,1222.7796994887112,1875.566582129738,70% coverage
1,GBR,2,EUR,1918,8,286626769217.33777,41783489329.354256,20436661.81428811,20436661.81428811,345194383844.9456,67612581002.02015,55390390.08971161,55390390.08971161,2865.8112151496694,1263.8606004923815,1601.9506146572878,70% coverage
1,GBR,2,EUR,1918,9,285359436414.5264,45256297216.87621,21990789.51588283,21990789.51588283,347166546247.40094,74094183773.42903,60520419.93089376,60520419.93089376,2810.5907606561545,1311.362037989799,1499.2287226663555,70% coverage
1,GBR,2,EUR,1918,10,279251144449.2309,47218945410.92054,23511774.35215513,23511774.35215513,341271526890.0979,77479513404.55434,65578010.39148126,65578010.39148126,2637.843554975344,1287.038891254928,1350.8046637204159,70% coverage
1,GBR,2,EUR,1918,11,271795273748.1255,49605404182.49828,25016752.37238777,25016752.37238777,334653470555.26715,83206533439.57332,70590282.96928218,70590282.96928218,2512.644162258302,1343.1451355837166,1169.4990266745854,70% coverage
1,GBR,2,EUR,1918,12,270111933398.74188,53494021946.959335,26507165.71072667,26507165.71072667,333739690972.5027,87569698204.06221,75559977.39990677,75559977.39990677,2400.3983778625006,1285.526963877298,1114.8714139852027,70% coverage
1,GBR,2,EUR,1918,13,263129350733.5516,55762385527.137184,27983953.432891108,27983953.432891108,327567552620.3737,92945873185.189,80489371.41520615,80489371.41520615,2302.6840021497565,1328.7431937457407,973.9408084040158,70% coverage
1,GBR,2,EUR,1918,14,258760693870.5389,56519284294.141754,29465260.929144002,29465260.929144002,323972968063.0593,94247472257.45996,85404477.88857032,85404477.88857032,2213.1918108357613,1280.4294539948014,932.7623568409599,70% coverage
1,GBR,2,EUR,1918,15,253569198697.9477,58128559997.380615,30918213.456004873,30918213.456004873,319001500912.9467,97082527635.39099,90259724.54026559,90259724.54026559,2116.3028163999847,1259.903574100101,856.3992422998838,70% coverage
1,GBR,2,EUR,1918,16,249786657439.02563,60963662684.50239,32358635.054620683,32358635.054620683,315302727991.1692,100926001960.7571,95080101.74146403,95080101.74146403,2024.6858509808535,1234.9822298993495,789.703621081504,70% coverage
1,GBR,2,EUR,1918,17,246151344183.65082,63717212069.16859,33787668.885386996,33787668.885386996,311695578477.52545,104605972859.35254,99867467.54818437,99867467.54818437,1939.8862501053513,1210.168151253197,729.7180988521543,70% coverage
1,GBR,2,EUR,1918,18,243703214322.08936,67442931423.41071,35205985.25954353,35205985.25954353,310323363963.8678,110274528258.62646,104623291.50649819,104623291.50649819,1892.2961294974484,1216.5998627635365,675.6962667339119,70% coverage
1,GBR,2,EUR,1918,19,237790463683.463,67497910768.340164,36614082.643825695,36614082.643825695,304591331504.4214,111345375730.42314,109348905.67704011,109348905.67704011,1824.458323066115,1197.5573821860332,626.9009408800819,70% coverage
1,GBR,2,EUR,1918,20,236640836727.786,72117170771.93675,38028854.68580643,38028854.68580643,304201051661.5941,117528094225.1854,114068404.0411669,114068404.0411669,1776.5513974057103,1194.1175675268871,582.4338298788232,70% coverage
1,GBR,2,EUR,1918,21,231138375996.11517,72168446787.65921,39418981.96013645,39418981.96013645,298911101584.00464,118589152898.84674,118737535.0118041,118737535.0118041,1719.2916259589488,1177.6231602868834,541.6684656720654,70% coverage
1,GBR,2,EUR,1918,22,228022945491.82922,74456538009.45056,40799165.154535115,40799165.154535115,295911132949.7906,121725680102.95103,123379519.42439534,123379519.42439534,1663.9602109705206,1158.581111021733,505.3790999487876,70% coverage
1,GBR,2,EUR,1918,23,225032251349.41315,76681927993.61913,42170311.9235624,42170311.9235624,294082719916.43414,125826485072.56822,127995544.33086477,127995544.33086477,1637.4189665037663,1165.3828211664206,472.0361453373457,70% coverage
1,GBR,2,EUR,1918,24,220255288132.86282,78268794021.111,43532885.17002699,43532885.17002699,289884199123.60864,129557236102.37387,132586467.65579964,132586467.65579964,1599.4554626644942,1178.1539836136499,421.30147905084436,70% coverage
1,GBR,2,EUR,1918,25,217203386162.7517,78763168428.92818,44887195.80148685,44887195.80148685,287484135178.81433,130492159903.5848,137153060.58562034,137153060.58562034,1565.7193050525698,1152.4219891887997,413.2973158637701,70% coverage
1,GBR,2,EUR,1918,26,213638333536.8716,79905210953.3217,46249266.88781893,46249266.88781893,284127837062.9264,132484127240.48137,141718091.01997042,141718091.01997042,1524.1215324997986,1136.8594536794233,387.26207882037534,70% coverage
1,GBR,2,EUR,1918,27,209149202037.636,79946705521.01447,47588992.74105885,47588992.74105885,280289179378.53436,133812927060.34831,146238450.57709268,146238450.57709268,1494.8830232231455,1131.90505696203,362.9779662611156,70% coverage
1,AGO,2,AFR,1918,1,8199610906.076326,146764941.19395295,11167849.076355861,11167849.076355861,9434984808.76208,143401053.11976615,22390409.370859757,22390409.370859757,110.6187856085232,-0.301211813589843,110.91999742211304,Increased LMIC CFR
1,AGO,2,AFR,1918,2,8109794433.226002,163233231.85303542,13378399.873301271,13378399.873301271,9339621746.700993,157431798.0224959,29739430.840214662,29739430.840214662,91.92633836048714,-0.4336418320188807,92.35998019250601,Increased LMIC CFR
1,AGO,2,AFR,1918,3,8031433650.753513,180176407.00174654,15644206.102377323,15644206.102377323,9300792206.872393,221648985.1292857,37256372.51671016,37256372.51671016,81.13921203876144,2.6509864326855745,78.48822560607587,Increased LMIC CFR
1,AGO,2,AFR,1918,4,7977925942.538698,213959771.66571134,17908047.44205513,17908047.44205513,9285047422.5726,303807611.14452785,44868450.773988545,44868450.773988545,72.99073136048695,5.017176761985703,67.97355459850124,Increased LMIC CFR
1,AGO,2,AFR,1918,5,7912713893.659094,232769401.99316645,20201396.316500068,20201396.316500068,9225999324.734402,341746000.94089985,52624003.49145651,52624003.49145651,65.00963648748599,5.394508242914063,59.61512824457193,Increased LMIC CFR
1,AGO,2,AFR,1918,6,7846888075.893604,248170096.82882327,22526804.767234128,22526804.767234128,9170917339.421791,383445781.68597776,60531028.84447864,60531028.84447864,58.77572417434117,6.005098648252005,52.77062552608916,Increased LMIC CFR
1,AGO,2,AFR,1918,7,7783741679.261685,264093438.83328208,24886343.158545267,24886343.158545267,9145860859.713932,470182659.21646315,68597118.34735207,68597118.34735207,54.73360114720324,8.281217496288354,46.45238365091488,Increased LMIC CFR
1,AGO,2,AFR,1918,8,7722420167.000544,281092047.26811856,27281980.178140335,27281980.178140335,9087726682.915092,486488119.5906786,76829615.83667327,76829615.83667327,50.04426024062944,7.528635054398781,42.51562518623066,Increased LMIC CFR
1,AGO,2,AFR,1918,9,7659504249.297698,295819452.2729915,29747696.07164118,29747696.07164118,9013183645.240232,504373126.16803414,85281732.30248006,85281732.30248006,45.50535250469405,7.010750459221589,38.49460204547246,Increased LMIC CFR
1,AGO,2,AFR,1918,10,7597079732.257913,310160160.1039829,32221626.901829097,32221626.901829097,8942659026.022474,526136805.18183744,93869185.8288895,93869185.8288895,41.76012893030483,6.702847306123899,35.05728162418093,Increased LMIC CFR
1,AGO,2,AFR,1918,11,7533601832.442603,324313355.9896481,34736656.395192176,34736656.395192176,8862773306.168243,538173345.2566001,102643778.35570775,102643778.35570775,38.26423184211846,6.156608363047629,32.10762347907083,Increased LMIC CFR
1,AGO,2,AFR,1918,12,7470194720.278858,338297848.8135673,37294859.49993248,37294859.49993248,8814816376.871122,581785888.5310354,111612352.81368954,111612352.81368954,36.05380673426853,6.528729239961581,29.525077494306945,Increased LMIC CFR
1,AGO,2,AFR,1918,13,7406690832.343037,352106598.2055208,39897855.06691078,39897855.06691078,8737348568.711239,595548428.2815969,120781531.4297,120781531.4297,33.35161086069965,6.101627008966058,27.249983851733592,Increased LMIC CFR
1,AGO,2,AFR,1918,14,7343290132.510093,365927938.6811066,42581941.827500515,42581941.827500515,8663060895.480606,612124741.592957,130209209.34211048,130209209.34211048,30.993672583484003,5.781718548890839,25.211954034593163,Increased LMIC CFR
1,AGO,2,AFR,1918,15,7280305046.728239,365927938.6811066,45279750.77316025,42581941.827500515,8581100206.124924,612124741.592957,139800225.5741635,130209209.34211048,28.727966412918864,5.437238472120401,23.29072794079846,Increased LMIC CFR
1,AGO,2,AFR,1918,16,7216515188.200879,392829742.92822367,48026477.03707782,48026477.03707782,8536718373.069786,666282769.7057574,149611185.63334358,149611185.63334358,27.489069911367267,5.693797331135076,21.79527258023219,Increased LMIC CFR
1,AGO,2,AFR,1918,17,7153710475.501821,406819021.31759477,50824015.388966806,50824015.388966806,8483371510.551536,702451911.8977404,159648717.96676826,159648717.96676826,26.162061869247076,5.816795235827105,20.34526663341997,Increased LMIC CFR
1,AGO,2,AFR,1918,18,7090289152.495254,419866008.1003664,53673801.349241726,53673801.349241726,8425214283.502927,733291225.5843577,169919312.5824651,169919312.5824651,24.87107485310489,5.839445122297439,19.031629730807452,Increased LMIC CFR
1,AGO,2,AFR,1918,19,7027094998.640957,432903400.2802919,56577243.741650775,56577243.741650775,8353008067.04217,750276782.553427,180429480.88657138,180429480.88657138,23.435448260006137,5.609558919525318,17.82588934048082,Increased LMIC CFR
1,AGO,2,AFR,1918,20,6976873934.759282,458214781.4156568,59574411.48973728,59574411.48973728,8335689512.240563,819986500.2353894,191244637.5024772,191244637.5024772,22.80871171871099,6.0726024776938665,16.73610924101712,Increased LMIC CFR
1,AGO,2,AFR,1918,21,6920243998.705445,476224701.65610784,62589971.80255039,62589971.80255039,8260518260.2923,831964982.6246969,202254806.29942203,202254806.29942203,21.413562316579316,5.683662585610774,15.729899730968542,Increased LMIC CFR
1,AGO,2,AFR,1918,22,6857798536.984416,488798969.70755947,65662831.006842606,65662831.006842606,8203674071.565793,861926137.0787891,213524118.17998168,213524118.17998168,20.49676375423298,5.682471523841954,14.814292230391025,Increased LMIC CFR
1,AGO,2,AFR,1918,23,6796022544.696976,501176965.21498215,68794843.77296926,68794843.77296926,8144937678.24196,888546326.8562233,225059484.21565783,225059484.21565783,19.607794124753823,5.630790629012892,13.97700349574093,Increased LMIC CFR
1,AGO,2,AFR,1918,24,6734641770.519394,513410474.9130007,71987379.94622251,71987379.94622251,8072555302.289402,902641828.28938,236867732.2642909,236867732.2642909,18.585390005435446,5.406938739361689,13.178451266073758,Increased LMIC CFR
1,AGO,2,AFR,1918,25,6673776878.857503,525516970.55663675,75241803.90806709,75241803.90806709,8006130055.287316,918904132.5830859,248955782.98708135,248955782.98708135,17.707618733566335,5.228305829922718,12.479312903643617,Increased LMIC CFR
1,AGO,2,AFR,1918,26,6613604433.7905445,537780941.6677366,78602814.83048499,78602814.83048499,7930699416.404231,927438351.1235416,261398374.8640472,261398374.8640472,16.756333541669427,4.957295871606393,11.799037670063035,Increased LMIC CFR
1,AGO,2,AFR,1918,27,6555177984.969013,550348059.7170274,81985842.7353085,81985842.7353085,7899507404.423372,978268048.2038454,274068550.4195084,274068550.4195084,16.397092163759662,5.219437578611696,11.177654585147966,Increased LMIC CFR
1,GBR,2,EUR,1918,1,335482963366.72406,14224057858.037775,7326984.114179065,7326984.114179065,374003907349.02594,19934864045.226948,14744473.173328124,14744473.173328124,5257.407875056908,779.4211230972522,4477.9867519596555,Increased LMIC CFR
1,GBR,2,EUR,1918,2,330535249742.719,19074442291.791943,8659075.035222549,8659075.035222549,371066208605.4305,27559002269.69119,19288423.830525823,19288423.830525823,4680.749236823051,979.8459931790143,3700.903243644037,Increased LMIC CFR
1,GBR,2,EUR,1918,3,322986416868.0206,19311542137.356033,9991797.103548853,9991797.103548853,366703673464.23553,30565251972.041443,23799201.816554032,23799201.816554032,4375.314684951675,1126.2948714889692,3249.019813462706,Increased LMIC CFR
1,GBR,2,EUR,1918,4,320808120298.7063,27615417159.10306,11288393.561178258,11288393.561178258,365457309576.1728,40781632564.928894,28229905.877334885,28229905.877334885,3955.3182687587046,1166.3497852436296,2788.9684835150747,Increased LMIC CFR
1,GBR,2,EUR,1918,5,315140258766.4094,32009385907.600967,12568762.862111181,12568762.862111181,359823853713.0411,46209264255.51204,32609457.405287415,32609457.405287415,3555.1307186589825,1129.7753409539555,2425.355377705027,Increased LMIC CFR
1,GBR,2,EUR,1918,6,309743381083.0362,36277061749.920395,13833955.133122537,13833955.133122537,354346661662.2295,51408037517.89033,36941158.24401316,36941158.24401316,3224.1886105586673,1093.7563135319087,2130.4322970267585,Increased LMIC CFR
1,GBR,2,EUR,1918,7,302673973577.8446,38508852150.80205,15084872.726328967,15084872.726328967,350099924054.52295,57467436617.90319,41227998.7428518,41227998.7428518,3143.94104193545,1256.79445965832,1887.14658227713,Increased LMIC CFR
1,GBR,2,EUR,1918,8,297794931202.369,46600960544.173805,16322345.670162708,16322345.670162708,345064135467.481,67482332624.55573,45472705.575772695,45472705.575772695,2895.9810814152916,1279.3119630196984,1616.6691183955932,Increased LMIC CFR
1,GBR,2,EUR,1918,9,297493249598.1099,50937941108.08627,17564648.185071543,17564648.185071543,347026337612.5569,73953975138.58371,49701608.18457055,49701608.18457055,2820.044414925764,1310.361231718783,1509.683183206981,Increased LMIC CFR
1,GBR,2,EUR,1918,10,291520056834.57263,53298107946.79077,18777539.89832733,18777539.89832733,341121769901.2716,77329756415.72728,53869421.322387174,53869421.322387174,2641.5448101972834,1279.8081430825348,1361.7366671147486,Increased LMIC CFR
1,GBR,2,EUR,1918,11,284679667902.46985,56832367975.74036,19979026.81101108,19979026.81101108,334494547278.68884,83047610162.99399,58001894.357978135,58001894.357978135,2493.3586529231957,1312.138095375375,1181.2205575478206,Increased LMIC CFR
1,GBR,2,EUR,1918,12,282804279047.5818,60434798323.96501,21169763.456479758,21169763.456479758,333571960904.35724,87401968135.91632,62100935.87662811,62100935.87662811,2398.122301231297,1273.8531475512093,1124.2691536800878,Increased LMIC CFR
1,GBR,2,EUR,1918,13,276414693703.49335,63799427028.72525,22350289.81108923,22350289.81108923,327391356636.55096,92769677201.36615,66168268.30753141,66168268.30753141,2280.8054554963865,1296.1912537826306,984.6142017137558,Increased LMIC CFR
1,GBR,2,EUR,1918,14,271532577808.72964,63958882524.40864,23537759.244801745,23537759.244801745,323788619597.86725,94063123792.26743,70228325.38068983,70228325.38068983,2220.0941578871075,1278.976514066743,941.1176438203645,Increased LMIC CFR
1,GBR,2,EUR,1918,15,266803759682.67264,66246882860.145515,24699382.849593766,24699382.849593766,318809315334.3439,96890342056.78824,74236939.62094617,74236939.62094617,2105.5406917799396,1240.6568772687663,864.8838145111733,Increased LMIC CFR
1,GBR,2,EUR,1918,16,263115741878.74008,69354515042.53714,25852092.330670454,25852092.330670454,315103000429.2799,100726274398.86623,78218123.95135903,78218123.95135903,2010.9497477255675,1213.5094890988842,797.4402586266833,Increased LMIC CFR
1,GBR,2,EUR,1918,17,259551401951.41104,72356809733.7383,26996327.44816146,26996327.44816146,311488587863.2691,104398982245.09532,82173088.71052606,82173088.71052606,1923.8611626558545,1186.9085738748959,736.9525887809586,Increased LMIC CFR
1,GBR,2,EUR,1918,18,257437920965.2625,76589859319.97646,28132433.3099925,28132433.3099925,310109376120.3075,110060540415.06482,86102919.1496856,86102919.1496856,1872.2680180081097,1189.754214513671,682.5138034944387,Increased LMIC CFR
1,GBR,2,EUR,1918,19,251351930202.33774,76637891155.26077,29260724.746352717,29260724.746352717,304370600112.5121,111124644338.51363,90008603.75993156,90008603.75993156,1811.939737302064,1178.6021529610796,633.3375843409844,Increased LMIC CFR
1,GBR,2,EUR,1918,20,250585607322.90732,81800190529.15764,30397386.712031364,30397386.712031364,303973811760.99207,117300854324.58339,93913010.76434596,93913010.76434596,1756.341916621193,1167.8853886927884,588.4565279284045,Increased LMIC CFR
1,GBR,2,EUR,1918,21,244911184749.76624,81847784419.5196,31510960.040098693,31510960.040098693,298677589990.4471,118355641305.29025,97773144.95044103,97773144.95044103,1706.2763296409057,1158.5764711488714,547.6998584920343,Increased LMIC CFR
1,GBR,2,EUR,1918,22,242211736358.36554,84689710169.72498,32617446.944978006,32617446.944978006,295671573271.96674,121486120425.12769,101611570.65733495,101611570.65733495,1638.9951366758403,1128.1204907752024,510.8746459006379,Increased LMIC CFR
1,GBR,2,EUR,1918,23,239628575818.7065,87460838604.93935,33717124.53802802,33717124.53802802,293837324477.1582,125581089633.29245,105428986.13757597,105428986.13757597,1607.7512362393804,1130.5902134495188,477.1610227898616,Increased LMIC CFR
1,GBR,2,EUR,1918,24,235263057929.82272,89793376425.53615,34810191.532793336,34810191.532793336,289633171305.4881,129306208284.25365,109226009.67831826,109226009.67831826,1561.9021608785288,1135.0937791162105,426.8083817623183,Increased LMIC CFR
1,GBR,2,EUR,1918,25,231885468645.4441,89892417268.34941,35896828.78741524,35896828.78741524,287227670033.674,130235694758.44379,113003203.45389593,113003203.45389593,1541.7016839000514,1123.8674516072565,417.8342322927949,Increased LMIC CFR
1,GBR,2,EUR,1918,26,228739034254.62778,91578227093.88976,36992501.64267128,36992501.64267128,283866116346.86707,132222406524.42276,116782332.358921,116782332.358921,1490.2231437262292,1098.7139994784638,391.50914424776533,Increased LMIC CFR
1,GBR,2,EUR,1918,27,224112564245.74557,91614937027.5161,38066830.42208807,38066830.42208807,280022386557.41125,133546134239.22511,120521470.81754658,120521470.81754658,1468.7280682876162,1101.5153283520729,367.21273993554337,Increased LMIC CFR
1,AGO,2,AFR,1918,1,3217367195.2216763,146841694.73418164,11167849.076355861,11167849.076355861,3657348275.395502,144533694.06905377,22390409.370859757,22390409.370859757,39.397119101952825,-0.20666474352830244,39.603783845481125,DALY 0% discount rate
1,AGO,2,AFR,1918,2,3274863314.7211385,163325093.58719438,13378399.873301271,13378399.873301271,3722141215.577861,158774305.55903548,29739430.840214662,29739430.840214662,33.43283988314153,-0.34015936668485486,33.77299924982639,DALY 0% discount rate
1,AGO,2,AFR,1918,3,3337083608.246599,180328515.56181154,15644206.102377323,15644206.102377323,3843862897.2841773,226421203.09998065,37256372.51671016,37256372.51671016,32.39405603078618,2.9463104255040964,29.447745605282087,DALY 0% discount rate
1,AGO,2,AFR,1918,4,3421506922.580308,216048655.2823672,17908047.44205513,17908047.44205513,3989710938.88051,314644060.4259863,44868450.773988545,44868450.773988545,31.7289764916434,5.505647975450319,26.22332851619308,DALY 0% discount rate
1,AGO,2,AFR,1918,5,3490956141.216873,235232187.45359972,20201396.316500068,20201396.316500068,4088313124.6449614,355809035.1552247,52624003.49145651,52624003.49145651,29.570083872874658,5.968738289795363,23.601345583079294,DALY 0% discount rate
1,AGO,2,AFR,1918,6,3558063970.8024836,250669142.83985895,22526804.767234128,22526804.767234128,4191277974.7506337,401790645.6424404,60531028.84447864,60531028.84447864,28.109357296387536,6.708519222503846,21.40083807388369,DALY 0% discount rate
1,AGO,2,AFR,1918,7,3627585275.3865085,266755977.37866443,24886343.158545267,24886343.158545267,4329448990.520441,500999229.47451574,68597118.34735207,68597118.34735207,28.20276609795652,9.41252198458972,18.7902441133668,DALY 0% discount rate
1,AGO,2,AFR,1918,8,3699210847.5775003,284207343.9736135,27281980.178140335,27281980.178140335,4430117970.289021,518617416.77415156,76829615.83667327,76829615.83667327,26.790838419315286,8.592120926338,18.198717492977288,DALY 0% discount rate
1,AGO,2,AFR,1918,9,3769159043.783018,298936481.81192255,29747696.07164118,29747696.07164118,4512074433.441264,538438184.4007416,85281732.30248006,85281732.30248006,24.973879922300128,8.051100899109251,16.922779023190877,DALY 0% discount rate
1,AGO,2,AFR,1918,10,3839687064.262465,313277834.4654175,32221626.901829097,32221626.901829097,4599777488.8990965,563458867.1543622,93869185.8288895,93869185.8288895,23.589449004310953,7.764382396059054,15.825066608251898,DALY 0% discount rate
1,AGO,2,AFR,1918,11,3910423921.1547527,327431465.16162574,34736656.395192176,34736656.395192176,4676234213.750742,576337094.4593959,102643778.35570775,102643778.35570775,22.04617174098493,7.165503394052072,14.88066834693286,DALY 0% discount rate
1,AGO,2,AFR,1918,12,3981752473.905022,341418705.8833869,37294859.49993248,37294859.49993248,4794792818.469297,630396443.3641151,111612352.81368954,111612352.81368954,21.800332685681447,7.7484602799281594,14.051872405753286,DALY 0% discount rate
1,AGO,2,AFR,1918,13,4053645684.8511744,355228385.3103488,39897855.06691078,39897855.06691078,4875614238.655692,645801357.2996533,120781531.4297,120781531.4297,20.601823141269968,7.2829221395986945,13.318901001671273,DALY 0% discount rate
1,AGO,2,AFR,1918,14,4126306417.2370987,369049726.30369914,42581941.827500515,42581941.827500515,4961277739.635049,665099605.8820527,130209209.34211048,130209209.34211048,19.608577875110058,6.952474849025248,12.65610302608481,DALY 0% discount rate
1,AGO,2,AFR,1918,15,4199684530.473175,369049726.30369914,45279750.77316025,42581941.827500515,5037124823.844139,665099605.8820527,139800225.5741635,130209209.34211048,18.494807923442902,6.538240041591356,11.956567881851546,DALY 0% discount rate
1,AGO,2,AFR,1918,16,4273473246.643638,395987950.22411036,48026477.03707782,48026477.03707782,5166592041.050847,734734931.3484471,149611185.63334358,149611185.63334358,18.5963836930553,7.053338117280897,11.543045575774403,DALY 0% discount rate
1,AGO,2,AFR,1918,17,4349049462.310025,410340705.02917874,50824015.388966806,50824015.388966806,5284493791.324131,783202144.4924526,159648717.96676826,159648717.96676826,18.40555733062323,7.336323913206924,11.069233417416305,DALY 0% discount rate
1,AGO,2,AFR,1918,18,4424223415.183814,423392032.49836063,53673801.349241726,53673801.349241726,5396458112.528528,824660636.9719414,169919312.5824651,169919312.5824651,18.11376636095944,7.476060841352158,10.63770551960728,DALY 0% discount rate
1,AGO,2,AFR,1918,19,4500184029.173893,436506926.6972323,56577243.741650775,56577243.741650775,5488282300.919993,846035284.3975105,180429480.88657138,180429480.88657138,17.464588346828336,7.238393576935483,10.226194769892853,DALY 0% discount rate
1,AGO,2,AFR,1918,20,4597138263.511785,469211798.8637719,59574411.48973728,59574411.48973728,5665087283.267817,948846101.819646,191244637.5024772,191244637.5024772,17.926304147209322,8.051012019455692,9.87529212775363,DALY 0% discount rate
