"","country","iso3c","WHO_region","income_g","year","doses","pop_name","vacc_scenario"
"209949","Luxembourg","LUX","EURO","High income",2047,679.9646957218,"PW","C"
"209950","Latvia","LVA","EURO","High income",2047,7855.68171134854,"PW","C"
"209951","Morocco","MAR","EMRO","Lower middle income",2047,212911.575339766,"PW","C"
"209952","Monaco","MCO","EURO","High income",2047,39.5577770254222,"PW","C"
"209953","Moldova, Republic of","MDA","EURO","Upper middle income",2047,15294.2006715602,"PW","C"
"209954","Madagascar","MDG","AFRO","Low income",2047,170122.461595,"PW","C"
"209955","Maldives","MDV","SEARO","Upper middle income",2047,2573.02611293525,"PW","C"
"209956","Mexico","MEX","AMRO","Upper middle income",2047,1432450.26448042,"PW","C"
"209957","Marshall Islands","MHL","WPRO","Upper middle income",2047,237.637170125818,"PW","C"
"209958","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2047,1270.943447094,"PW","C"
"209959","Mali","MLI","AFRO","Low income",2047,0,"PW","C"
"209960","Malta","MLT","EURO","High income",2047,2709.03223839372,"PW","C"
"209961","Myanmar","MMR","SEARO","Lower middle income",2047,87484.229651374,"PW","C"
"209962","Montenegro","MNE","EURO","Upper middle income",2047,512.986911908459,"PW","C"
"209963","Mongolia","MNG","WPRO","Lower middle income",2047,31449.9522449799,"PW","C"
"209964","Mozambique","MOZ","AFRO","Low income",2047,0,"PW","C"
"209965","Mauritania","MRT","AFRO","Lower middle income",2047,0,"PW","C"
"209966","Mauritius","MUS","AFRO","Upper middle income",2047,3926.18848996347,"PW","C"
"209967","Malawi","MWI","AFRO","Low income",2047,0,"PW","C"
"209968","Malaysia","MYS","WPRO","Upper middle income",2047,50311.6479109434,"PW","C"
"209969","Namibia","NAM","AFRO","Upper middle income",2047,43359.8228711207,"PW","C"
"209970","Niger","NER","AFRO","Low income",2047,0,"PW","C"
"209971","Nigeria","NGA","AFRO","Lower middle income",2047,0,"PW","C"
"209972","Nicaragua","NIC","AMRO","Lower middle income",2047,39281.4088066401,"PW","C"
"209973","Netherlands","NLD","EURO","High income",2047,70480.2932403056,"PW","C"
"209974","Norway","NOR","EURO","High income",2047,23004.8467919971,"PW","C"
"209975","Nepal","NPL","SEARO","Lower middle income",2047,0,"PW","C"
"209976","Nauru","NRU","WPRO","High income",2047,138.451521871568,"PW","C"
"209977","New Zealand","NZL","WPRO","High income",2047,38060.8006608991,"PW","C"
"209978","Oman","OMN","EMRO","High income",2047,96677.7064475546,"PW","C"
"209979","Pakistan","PAK","EMRO","Lower middle income",2047,0,"PW","C"
"209980","Panama","PAN","AMRO","High income",2047,54631.249655708,"PW","C"
"209981","Peru","PER","AMRO","Upper middle income",2047,292180.398077853,"PW","C"
"209982","Philippines","PHL","WPRO","Lower middle income",2047,267745.046864365,"PW","C"
"209983","Palau","PLW","WPRO","High income",2047,15.8585108991457,"PW","C"
"209984","Papua New Guinea","PNG","SEARO","Lower middle income",2047,0,"PW","C"
"209985","Poland","POL","EURO","High income",2047,42095.1691227921,"PW","C"
"209986","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2047,0,"PW","C"
"209987","Portugal","PRT","EURO","High income",2047,67977.6992597878,"PW","C"
"209988","Paraguay","PRY","AMRO","Upper middle income",2047,57610.4795399211,"PW","C"
"209989","Qatar","QAT","EMRO","High income",2047,12630.0246849445,"PW","C"
"209990","Romania","ROU","EURO","High income",2047,22898.8289479611,"PW","C"
"209991","Russian Federation","RUS","EURO","Upper middle income",2047,1153044.52068085,"PW","C"
"209992","Rwanda","RWA","AFRO","Low income",2047,0,"PW","C"
"209993","Saudi Arabia","SAU","EMRO","High income",2047,377343.466515623,"PW","C"
"209994","Sudan","SDN","EMRO","Low income",2047,0,"PW","C"
"209995","Senegal","SEN","AFRO","Lower middle income",2047,0,"PW","C"
"209996","Singapore","SGP","WPRO","High income",2047,13658.9773902186,"PW","C"
"209997","Solomon Islands","SLB","WPRO","Lower middle income",2047,0,"PW","C"
"209998","Sierra Leone","SLE","AFRO","Low income",2047,76165.7689623477,"PW","C"
"209999","El Salvador","SLV","AMRO","Upper middle income",2047,59850.780628252,"PW","C"
"210000","San Marino","SMR","EURO","High income",2047,136.222525181878,"PW","C"
"210001","Somalia","SOM","EMRO","Low income",2047,0,"PW","C"
"210002","Serbia","SRB","EURO","Upper middle income",2047,23266.5245372516,"PW","C"
"210003","South Sudan","SSD","AFRO","Low income",2047,0,"PW","C"
"210004","Sao Tome And Principe","STP","AFRO","Lower middle income",2047,0,"PW","C"
"210005","Suriname","SUR","AMRO","Upper middle income",2047,1165.89943582979,"PW","C"
"210006","Slovakia","SVK","EURO","High income",2047,4298.3882455274,"PW","C"
"210007","Slovenia","SVN","EURO","High income",2047,1910.03568797333,"PW","C"
"210008","Sweden","SWE","EURO","High income",2047,45905.0891265629,"PW","C"
"210009","Eswatini","SWZ","AFRO","Lower middle income",2047,0,"PW","C"
"210010","Seychelles","SYC","AFRO","High income",2047,656.879069281886,"PW","C"
"210011","Syrian Arab Republic","SYR","EMRO","Low income",2047,156495.100375572,"PW","C"
"210012","Chad","TCD","AFRO","Low income",2047,0,"PW","C"
"210013","Togo","TGO","AFRO","Low income",2047,0,"PW","C"
"210014","Thailand","THA","SEARO","Upper middle income",2047,216599.40350477,"PW","C"
"210015","Tajikistan","TJK","EURO","Lower middle income",2047,44969.3863010833,"PW","C"
"210016","Turkmenistan","TKM","EURO","Upper middle income",2047,35950.0643830018,"PW","C"
"210017","Timor-Leste","TLS","SEARO","Lower middle income",2047,0,"PW","C"
"210018","Tonga","TON","WPRO","Upper middle income",2047,986.12138845346,"PW","C"
"210019","Trinidad and Tobago","TTO","AMRO","High income",2047,9883.57437115778,"PW","C"
"210020","Tunisia","TUN","EMRO","Lower middle income",2047,19928.9427117472,"PW","C"
"210021","Turkey","TUR","EURO","Upper middle income",2047,84339.8558599061,"PW","C"
"210022","Tuvalu","TUV","WPRO","Upper middle income",2047,91.9978233338258,"PW","C"
"210023","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2047,0,"PW","C"
"210024","Uganda","UGA","AFRO","Low income",2047,0,"PW","C"
"210025","Ukraine","UKR","EURO","Lower middle income",2047,19291.1489378961,"PW","C"
"210026","Uruguay","URY","AMRO","High income",2047,16765.2707384668,"PW","C"
"210027","United States of America","USA","AMRO","High income",2047,3113553.19944915,"PW","C"
"210028","Uzbekistan","UZB","EURO","Lower middle income",2047,142877.912707331,"PW","C"
"210029","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2047,475.927787476467,"PW","C"
"210030","Venezuela","VEN","AMRO","Upper middle income",2047,185712.415202047,"PW","C"
"210031","Viet Nam","VNM","WPRO","Lower middle income",2047,0,"PW","C"
"210032","Vanuatu","VUT","WPRO","Lower middle income",2047,0,"PW","C"
"210033","Samoa","WSM","WPRO","Lower middle income",2047,0,"PW","C"
"210034","Yemen","YEM","EMRO","Low income",2047,0,"PW","C"
"210035","South Africa","ZAF","AFRO","Upper middle income",2047,552252.313805423,"PW","C"
"210036","Zambia","ZMB","AFRO","Lower middle income",2047,133254.52579685,"PW","C"
"210037","Zimbabwe","ZWE","AFRO","Lower middle income",2047,0,"PW","C"
"210038","Afghanistan","AFG","EMRO","Low income",2048,528736.95424924,"PW","C"
"210039","Angola","AGO","AFRO","Lower middle income",2048,0,"PW","C"
"210040","Albania","ALB","EURO","Upper middle income",2048,3335.84862050896,"PW","C"
"210041","Andorra","AND","EURO","High income",2048,46.3809069367158,"PW","C"
"210042","United Arab Emirates","ARE","EMRO","High income",2048,35012.2142256782,"PW","C"
"210043","Argentina","ARG","AMRO","Upper middle income",2048,380311.341214317,"PW","C"
"210044","Armenia","ARM","EURO","Upper middle income",2048,3350.29420268577,"PW","C"
"210045","Antigua And Barbuda","ATG","AMRO","High income",2048,367.502532586814,"PW","C"
"210046","Australia","AUS","WPRO","High income",2048,154419.720463016,"PW","C"
"210047","Austria","AUT","EURO","High income",2048,20616.2351776075,"PW","C"
"210048","Azerbaijan","AZE","EURO","Upper middle income",2048,17265.8088633198,"PW","C"
"210049","Burundi","BDI","AFRO","Low income",2048,0,"PW","C"
"210050","Belgium","BEL","EURO","High income",2048,85951.1256493226,"PW","C"
"210051","Benin","BEN","AFRO","Lower middle income",2048,0,"PW","C"
"210052","Burkina Faso","BFA","AFRO","Low income",2048,114274.574733765,"PW","C"
"210053","Bangladesh","BGD","SEARO","Lower middle income",2048,433120.621006847,"PW","C"
"210054","Bulgaria","BGR","EURO","Upper middle income",2048,25825.9177684217,"PW","C"
"210055","Bahrain","BHR","EMRO","High income",2048,4540.86362126453,"PW","C"
"210056","Bahamas","BHS","AMRO","High income",2048,709.429070248946,"PW","C"
"210057","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2048,9064.2144839789,"PW","C"
"210058","Belarus","BLR","EURO","Upper middle income",2048,50411.6597184455,"PW","C"
"210059","Belize","BLZ","AMRO","Upper middle income",2048,3568.59827609173,"PW","C"
"210060","Bolivia","BOL","AMRO","Lower middle income",2048,205332.805467292,"PW","C"
"210061","Brazil","BRA","AMRO","Upper middle income",2048,1639399.49197496,"PW","C"
"210062","Barbados","BRB","AMRO","High income",2048,1105.45224388015,"PW","C"
"210063","Brunei Darussalam","BRN","WPRO","High income",2048,5082.02631244281,"PW","C"
"210064","Bhutan","BTN","SEARO","Lower middle income",2048,6440.44834386465,"PW","C"
"210065","Botswana","BWA","AFRO","Upper middle income",2048,27114.4238709761,"PW","C"
"210066","Central African Republic","CAF","AFRO","Low income",2048,42530.8238895383,"PW","C"
"210067","Canada","CAN","AMRO","High income",2048,248979.684011704,"PW","C"
"210068","Switzerland","CHE","EURO","High income",2048,15990.9904313444,"PW","C"
"210069","Chile","CHL","AMRO","High income",2048,118338.841321831,"PW","C"
"210070","China","CHN","WPRO","Upper middle income",2048,1944134.52388563,"PW","C"
"210071","Côte d'Ivoire","CIV","AFRO","Lower middle income",2048,448898.267097488,"PW","C"
"210072","Cameroon","CMR","AFRO","Lower middle income",2048,187345.79879482,"PW","C"
"210073","Democratic Republic of the Congo","COD","AFRO","Low income",2048,877861.120642184,"PW","C"
"210074","Congo","COG","AFRO","Lower middle income",2048,40197.2809436313,"PW","C"
"210075","Cook Islands","COK","WPRO","High income",2048,52.928699719324,"PW","C"
"210076","Colombia","COL","AMRO","Upper middle income",2048,445205.883708639,"PW","C"
"210077","Comoros","COM","AFRO","Lower middle income",2048,0,"PW","C"
"210078","Cape Verde","CPV","AFRO","Lower middle income",2048,0,"PW","C"
"210079","Costa Rica","CRI","AMRO","Upper middle income",2048,34138.1835182311,"PW","C"
"210080","Cuba","CUB","AMRO","Upper middle income",2048,56032.5088095371,"PW","C"
"210081","Cyprus","CYP","EURO","High income",2048,5346.18206486046,"PW","C"
"210082","Czech Republic","CZE","EURO","High income",2048,38769.3153955738,"PW","C"
"210083","Germany","DEU","EURO","High income",2048,277621.065959727,"PW","C"
"210084","Djibouti","DJI","EMRO","Lower middle income",2048,0,"PW","C"
"210085","Dominica","DMA","AMRO","Upper middle income",2048,278.596177096365,"PW","C"
"210086","Denmark","DNK","EURO","High income",2048,42471.729455669,"PW","C"
"210087","Dominican Republic","DOM","AMRO","Upper middle income",2048,135304.172758649,"PW","C"
"210088","Algeria","DZA","AFRO","Lower middle income",2048,136339.73431792,"PW","C"
"210089","Ecuador","ECU","AMRO","Upper middle income",2048,187555.598202719,"PW","C"
"210090","Egypt","EGY","EMRO","Lower middle income",2048,1043587.97676625,"PW","C"
"210091","Eritrea","ERI","AFRO","Low income",2048,0,"PW","C"
"210092","Spain","ESP","EURO","High income",2048,266200.06803845,"PW","C"
"210093","Estonia","EST","EURO","High income",2048,2615.21757317402,"PW","C"
"210094","Ethiopia","ETH","AFRO","Low income",2048,686828.425822734,"PW","C"
"210095","Finland","FIN","EURO","High income",2048,24698.3963488668,"PW","C"
"210096","Fiji","FJI","WPRO","Upper middle income",2048,7137.19989604856,"PW","C"
"210097","France","FRA","EURO","High income",2048,442115.396639213,"PW","C"
"210098","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2048,186.89375606053,"PW","C"
"210099","Gabon","GAB","AFRO","Upper middle income",2048,40859.3824388708,"PW","C"
"210100","United Kingdom","GBR","EURO","High income",2048,585068.572338861,"PW","C"
"210101","Georgia","GEO","EURO","Upper middle income",2048,12092.3308010056,"PW","C"
"210102","Ghana","GHA","AFRO","Lower middle income",2048,318937.177045316,"PW","C"
"210103","Guinea","GIN","AFRO","Lower middle income",2048,0,"PW","C"
"210104","Gambia","GMB","AFRO","Low income",2048,12193.2468075971,"PW","C"
"210105","Guinea-Bissau","GNB","AFRO","Low income",2048,0,"PW","C"
"210106","Equatorial Guinea","GNQ","AFRO","Upper middle income",2048,32646.2228868144,"PW","C"
"210107","Greece","GRC","EURO","High income",2048,56250.8127940084,"PW","C"
"210108","Grenada","GRD","AMRO","Upper middle income",2048,122.310300795668,"PW","C"
"210109","Guatemala","GTM","AMRO","Upper middle income",2048,120961.17516305,"PW","C"
"210110","Guyana","GUY","AMRO","High income",2048,6148.99184253323,"PW","C"
"210111","Honduras","HND","AMRO","Lower middle income",2048,180031.083879425,"PW","C"
"210112","Croatia","HRV","EURO","High income",2048,11856.5416225548,"PW","C"
"210113","Haiti","HTI","AMRO","Lower middle income",2048,36360.4466125493,"PW","C"
"210114","Hungary","HUN","EURO","High income",2048,9922.03928359532,"PW","C"
"210115","Indonesia","IDN","SEARO","Upper middle income",2048,1963061.25232408,"PW","C"
"210116","India","IND","SEARO","Lower middle income",2048,0,"PW","C"
"210117","Ireland","IRL","EURO","High income",2048,48617.695519983,"PW","C"
"210118","Iran, Islamic Republic of","IRN","EMRO","Lower middle income",2048,788970.816702847,"PW","C"
"210119","Iraq","IRQ","EMRO","Upper middle income",2048,184840.317938132,"PW","C"
"210120","Iceland","ISL","EURO","High income",2048,2940.49207445668,"PW","C"
"210121","Israel","ISR","EURO","High income",2048,143864.98409922,"PW","C"
"210122","Italy","ITA","EURO","High income",2048,47064.9871093645,"PW","C"
"210123","Jamaica","JAM","AMRO","Upper middle income",2048,4325.12983448294,"PW","C"
"210124","Jordan","JOR","EMRO","Lower middle income",2048,24009.0563839525,"PW","C"
"210125","Japan","JPN","WPRO","High income",2048,329943.875322913,"PW","C"
"210126","Kazakhstan","KAZ","EURO","Upper middle income",2048,234775.526556924,"PW","C"
"210127","Kenya","KEN","AFRO","Lower middle income",2048,548530.461093757,"PW","C"
"210128","Kyrgyzstan","KGZ","EURO","Lower middle income",2048,44244.8584959142,"PW","C"
"210129","Cambodia","KHM","WPRO","Lower middle income",2048,51723.729301452,"PW","C"
"210130","Kiribati","KIR","WPRO","Lower middle income",2048,542.953290820531,"PW","C"
"210131","Saint Kitts and Nevis","KNA","AMRO","High income",2048,72.5228767187312,"PW","C"
"210132","Korea, Republic of","KOR","WPRO","High income",2048,178170.535134126,"PW","C"
"210133","Kuwait","KWT","EMRO","High income",2048,28139.6172457421,"PW","C"
"210134","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2048,24059.9794127023,"PW","C"
"210135","Lebanon","LBN","EMRO","Lower middle income",2048,30582.0954163958,"PW","C"
"210136","Liberia","LBR","AFRO","Low income",2048,0,"PW","C"
"210137","Libya","LBY","EMRO","Upper middle income",2048,114060.215479398,"PW","C"
"210138","Saint Lucia","LCA","AMRO","Upper middle income",2048,1096.2209728049,"PW","C"
"210139","Sri Lanka","LKA","SEARO","Lower middle income",2048,43131.0108022847,"PW","C"
"210140","Lesotho","LSO","AFRO","Lower middle income",2048,0,"PW","C"
"210141","Lithuania","LTU","EURO","High income",2048,2374.32810716412,"PW","C"
"210142","Luxembourg","LUX","EURO","High income",2048,699.545348046129,"PW","C"
"210143","Latvia","LVA","EURO","High income",2048,7933.34799122233,"PW","C"
"210144","Morocco","MAR","EMRO","Lower middle income",2048,216500.782988,"PW","C"
"210145","Monaco","MCO","EURO","High income",2048,40.9922898186518,"PW","C"
"210146","Moldova, Republic of","MDA","EURO","Upper middle income",2048,15382.9382599942,"PW","C"
"210147","Madagascar","MDG","AFRO","Low income",2048,350771.366328889,"PW","C"
"210148","Maldives","MDV","SEARO","Upper middle income",2048,2633.67379286105,"PW","C"
"210149","Mexico","MEX","AMRO","Upper middle income",2048,1419033.3115532,"PW","C"
"210150","Marshall Islands","MHL","WPRO","Upper middle income",2048,235.239844939642,"PW","C"
"210151","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2048,1280.44118940385,"PW","C"
"210152","Mali","MLI","AFRO","Low income",2048,178804.26624383,"PW","C"
"210153","Malta","MLT","EURO","High income",2048,2712.6432114603,"PW","C"
"210154","Myanmar","MMR","SEARO","Lower middle income",2048,88988.7774668078,"PW","C"
"210155","Montenegro","MNE","EURO","Upper middle income",2048,518.102466693547,"PW","C"
"210156","Mongolia","MNG","WPRO","Lower middle income",2048,31950.6348053124,"PW","C"
"210157","Mozambique","MOZ","AFRO","Low income",2048,223550.809990532,"PW","C"
"210158","Mauritania","MRT","AFRO","Lower middle income",2048,35330.420168047,"PW","C"
"210159","Mauritius","MUS","AFRO","Upper middle income",2048,3943.25008289932,"PW","C"
"210160","Malawi","MWI","AFRO","Low income",2048,0,"PW","C"
"210161","Malaysia","MYS","WPRO","Upper middle income",2048,51159.0710268606,"PW","C"
"210162","Namibia","NAM","AFRO","Upper middle income",2048,44458.4400095532,"PW","C"
"210163","Niger","NER","AFRO","Low income",2048,194097.010317511,"PW","C"
"210164","Nigeria","NGA","AFRO","Lower middle income",2048,1233994.78595659,"PW","C"
"210165","Nicaragua","NIC","AMRO","Lower middle income",2048,39979.1025535083,"PW","C"
"210166","Netherlands","NLD","EURO","High income",2048,72100.174262623,"PW","C"
"210167","Norway","NOR","EURO","High income",2048,23422.2356891312,"PW","C"
"210168","Nepal","NPL","SEARO","Lower middle income",2048,0,"PW","C"
"210169","Nauru","NRU","WPRO","High income",2048,141.031363894019,"PW","C"
"210170","New Zealand","NZL","WPRO","High income",2048,38856.8700161181,"PW","C"
"210171","Oman","OMN","EMRO","High income",2048,97656.0149412478,"PW","C"
"210172","Pakistan","PAK","EMRO","Lower middle income",2048,0,"PW","C"
"210173","Panama","PAN","AMRO","High income",2048,54341.0245429876,"PW","C"
"210174","Peru","PER","AMRO","Upper middle income",2048,297023.16545444,"PW","C"
"210175","Philippines","PHL","WPRO","Lower middle income",2048,539969.646417814,"PW","C"
"210176","Palau","PLW","WPRO","High income",2048,16.0071844388252,"PW","C"
"210177","Papua New Guinea","PNG","SEARO","Lower middle income",2048,0,"PW","C"
"210178","Poland","POL","EURO","High income",2048,42499.2052473688,"PW","C"
"210179","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2048,0,"PW","C"
"210180","Portugal","PRT","EURO","High income",2048,67528.3493711171,"PW","C"
"210181","Paraguay","PRY","AMRO","Upper middle income",2048,58855.1998422507,"PW","C"
"210182","Qatar","QAT","EMRO","High income",2048,13097.0437257605,"PW","C"
"210183","Romania","ROU","EURO","High income",2048,23172.1645546241,"PW","C"
"210184","Russian Federation","RUS","EURO","Upper middle income",2048,1142351.52555537,"PW","C"
"210185","Rwanda","RWA","AFRO","Low income",2048,66294.3688362323,"PW","C"
"210186","Saudi Arabia","SAU","EMRO","High income",2048,388210.629487844,"PW","C"
"210187","Sudan","SDN","EMRO","Low income",2048,0,"PW","C"
"210188","Senegal","SEN","AFRO","Lower middle income",2048,98669.738669541,"PW","C"
"210189","Singapore","SGP","WPRO","High income",2048,13919.489037552,"PW","C"
"210190","Solomon Islands","SLB","WPRO","Lower middle income",2048,3995.54260547595,"PW","C"
"210191","Sierra Leone","SLE","AFRO","Low income",2048,77902.432574147,"PW","C"
"210192","El Salvador","SLV","AMRO","Upper middle income",2048,59142.3751087234,"PW","C"
"210193","San Marino","SMR","EURO","High income",2048,138.229009270228,"PW","C"
"210194","Somalia","SOM","EMRO","Low income",2048,0,"PW","C"
"210195","Serbia","SRB","EURO","Upper middle income",2048,23651.9176468347,"PW","C"
"210196","South Sudan","SSD","AFRO","Low income",2048,0,"PW","C"
"210197","Sao Tome And Principe","STP","AFRO","Lower middle income",2048,1171.90511910074,"PW","C"
"210198","Suriname","SUR","AMRO","Upper middle income",2048,1186.80091055629,"PW","C"
"210199","Slovakia","SVK","EURO","High income",2048,4380.75724045007,"PW","C"
"210200","Slovenia","SVN","EURO","High income",2048,1938.39328127803,"PW","C"
"210201","Sweden","SWE","EURO","High income",2048,46862.7596342078,"PW","C"
"210202","Eswatini","SWZ","AFRO","Lower middle income",2048,3884.81708699494,"PW","C"
"210203","Seychelles","SYC","AFRO","High income",2048,672.422062925142,"PW","C"
"210204","Syrian Arab Republic","SYR","EMRO","Low income",2048,160463.660827566,"PW","C"
"210205","Chad","TCD","AFRO","Low income",2048,0,"PW","C"
"210206","Togo","TGO","AFRO","Low income",2048,52983.7686848858,"PW","C"
"210207","Thailand","THA","SEARO","Upper middle income",2048,219289.158464253,"PW","C"
"210208","Tajikistan","TJK","EURO","Lower middle income",2048,91306.5165385538,"PW","C"
"210209","Turkmenistan","TKM","EURO","Upper middle income",2048,36498.1917537254,"PW","C"
"210210","Timor-Leste","TLS","SEARO","Lower middle income",2048,4431.0804255543,"PW","C"
"210211","Tonga","TON","WPRO","Upper middle income",2048,992.843309461022,"PW","C"
"210212","Trinidad and Tobago","TTO","AMRO","High income",2048,9762.91502373919,"PW","C"
"210213","Tunisia","TUN","EMRO","Lower middle income",2048,20247.4486326933,"PW","C"
"210214","Turkey","TUR","EURO","Upper middle income",2048,85148.8464147454,"PW","C"
"210215","Tuvalu","TUV","WPRO","Upper middle income",2048,93.8066347040612,"PW","C"
"210216","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2048,510007.284189134,"PW","C"
"210217","Uganda","UGA","AFRO","Low income",2048,265797.612597805,"PW","C"
"210218","Ukraine","UKR","EURO","Lower middle income",2048,19237.5958024636,"PW","C"
"210219","Uruguay","URY","AMRO","High income",2048,16948.87500074,"PW","C"
"210220","United States of America","USA","AMRO","High income",2048,3095674.27581968,"PW","C"
"210221","Uzbekistan","UZB","EURO","Lower middle income",2048,146890.421537783,"PW","C"
"210222","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2048,480.913468246084,"PW","C"
"210223","Venezuela","VEN","AMRO","Upper middle income",2048,188431.952062334,"PW","C"
"210224","Viet Nam","VNM","WPRO","Lower middle income",2048,185434.048512814,"PW","C"
"210225","Vanuatu","VUT","WPRO","Lower middle income",2048,1787.09096335244,"PW","C"
"210226","Samoa","WSM","WPRO","Lower middle income",2048,950.832152760211,"PW","C"
"210227","Yemen","YEM","EMRO","Low income",2048,0,"PW","C"
"210228","South Africa","ZAF","AFRO","Upper middle income",2048,565733.332688475,"PW","C"
"210229","Zambia","ZMB","AFRO","Lower middle income",2048,275049.759615206,"PW","C"
"210230","Zimbabwe","ZWE","AFRO","Lower middle income",2048,0,"PW","C"
"210231","Afghanistan","AFG","EMRO","Low income",2049,545816.641581149,"PW","C"
"210232","Angola","AGO","AFRO","Lower middle income",2049,305625.185274186,"PW","C"
"210233","Albania","ALB","EURO","Upper middle income",2049,3373.42759452934,"PW","C"
"210234","Andorra","AND","EURO","High income",2049,46.3253387574785,"PW","C"
"210235","United Arab Emirates","ARE","EMRO","High income",2049,36211.7669867182,"PW","C"
"210236","Argentina","ARG","AMRO","Upper middle income",2049,374543.989918481,"PW","C"
"210237","Armenia","ARM","EURO","Upper middle income",2049,3389.57480391925,"PW","C"
"210238","Antigua And Barbuda","ATG","AMRO","High income",2049,372.649320140921,"PW","C"
"210239","Australia","AUS","WPRO","High income",2049,159007.913462668,"PW","C"
"210240","Austria","AUT","EURO","High income",2049,21108.471545324,"PW","C"
"210241","Azerbaijan","AZE","EURO","Upper middle income",2049,17501.1191758245,"PW","C"
"210242","Burundi","BDI","AFRO","Low income",2049,82614.4350935156,"PW","C"
"210243","Belgium","BEL","EURO","High income",2049,85213.3494685702,"PW","C"
"210244","Benin","BEN","AFRO","Lower middle income",2049,91750.4894202252,"PW","C"
"210245","Burkina Faso","BFA","AFRO","Low income",2049,233779.199794628,"PW","C"
"210246","Bangladesh","BGD","SEARO","Lower middle income",2049,885370.704691114,"PW","C"
"210247","Bulgaria","BGR","EURO","Upper middle income",2049,26180.7318772748,"PW","C"
"210248","Bahrain","BHR","EMRO","High income",2049,4673.11435516775,"PW","C"
"210249","Bahamas","BHS","AMRO","High income",2049,722.251521349729,"PW","C"
"210250","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2049,9140.98863891221,"PW","C"
"210251","Belarus","BLR","EURO","Upper middle income",2049,49063.0726544864,"PW","C"
"210252","Belize","BLZ","AMRO","Upper middle income",2049,3629.7629856459,"PW","C"
"210253","Bolivia","BOL","AMRO","Lower middle income",2049,204668.959252363,"PW","C"
"210254","Brazil","BRA","AMRO","Upper middle income",2049,1622655.08308605,"PW","C"
"210255","Barbados","BRB","AMRO","High income",2049,1122.96566239547,"PW","C"
"210256","Brunei Darussalam","BRN","WPRO","High income",2049,5071.0448576151,"PW","C"
"210257","Bhutan","BTN","SEARO","Lower middle income",2049,6335.47614167026,"PW","C"
"210258","Botswana","BWA","AFRO","Upper middle income",2049,27782.8854848216,"PW","C"
"210259","Central African Republic","CAF","AFRO","Low income",2049,87902.1510538173,"PW","C"
"210260","Canada","CAN","AMRO","High income",2049,255211.451587698,"PW","C"
"210261","Switzerland","CHE","EURO","High income",2049,16450.6085896477,"PW","C"
"210262","Chile","CHL","AMRO","High income",2049,117263.591515573,"PW","C"
"210263","China","CHN","WPRO","Upper middle income",2049,1928266.47394014,"PW","C"
"210264","Côte d'Ivoire","CIV","AFRO","Lower middle income",2049,463076.639523228,"PW","C"
"210265","Cameroon","CMR","AFRO","Lower middle income",2049,386394.018572856,"PW","C"
"210266","Democratic Republic of the Congo","COD","AFRO","Low income",2049,1819295.16783036,"PW","C"
"210267","Congo","COG","AFRO","Lower middle income",2049,82857.9052177713,"PW","C"
"210268","Cook Islands","COK","WPRO","High income",2049,52.0193280266155,"PW","C"
"210269","Colombia","COL","AMRO","Upper middle income",2049,441983.134922386,"PW","C"
"210270","Comoros","COM","AFRO","Lower middle income",2049,4335.71789791681,"PW","C"
"210271","Cape Verde","CPV","AFRO","Lower middle income",2049,890.885231861544,"PW","C"
"210272","Costa Rica","CRI","AMRO","Upper middle income",2049,33617.5908813306,"PW","C"
"210273","Cuba","CUB","AMRO","Upper middle income",2049,55217.47292784,"PW","C"
"210274","Cyprus","CYP","EURO","High income",2049,5514.97525186784,"PW","C"
"210275","Czech Republic","CZE","EURO","High income",2049,39354.8301819904,"PW","C"
"210276","Germany","DEU","EURO","High income",2049,285624.442594478,"PW","C"
"210277","Djibouti","DJI","EMRO","Lower middle income",2049,3727.87568686928,"PW","C"
"210278","Dominica","DMA","AMRO","Upper middle income",2049,283.165434866695,"PW","C"
"210279","Denmark","DNK","EURO","High income",2049,43428.5801841635,"PW","C"
"210280","Dominican Republic","DOM","AMRO","Upper middle income",2049,134269.670245376,"PW","C"
"210281","Algeria","DZA","AFRO","Lower middle income",2049,277719.512681099,"PW","C"
"210282","Ecuador","ECU","AMRO","Upper middle income",2049,185669.879033904,"PW","C"
"210283","Egypt","EGY","EMRO","Lower middle income",2049,1062043.83882965,"PW","C"
"210284","Eritrea","ERI","AFRO","Low income",2049,16804.0014930385,"PW","C"
"210285","Spain","ESP","EURO","High income",2049,261893.592739515,"PW","C"
"210286","Estonia","EST","EURO","High income",2049,2639.74805259115,"PW","C"
"210287","Ethiopia","ETH","AFRO","Low income",2049,1415635.49275893,"PW","C"
"210288","Finland","FIN","EURO","High income",2049,24964.5626854957,"PW","C"
