"","country","iso3c","WHO_region","income_g","year","doses","pop_name","vacc_scenario"
"46262","Solomon Islands","SLB","WPRO","Lower middle income",2038,0,"65+","A.1"
"46263","Comoros","COM","AFRO","Lower middle income",2038,0,"65+","A.1"
"46264","Andorra","AND","EURO","High income",2038,9166.48,"65+","A.1"
"46265","Lesotho","LSO","AFRO","Lower middle income",2038,0,"65+","A.1"
"46266","Bahamas","BHS","AMRO","High income",2038,7085.00366251552,"65+","A.1"
"46267","Central African Republic","CAF","AFRO","Low income",2038,0,"65+","A.1"
"46268","Suriname","SUR","AMRO","Upper middle income",2038,5649.09234756894,"65+","A.1"
"46269","Seychelles","SYC","AFRO","High income",2038,0,"65+","A.1"
"46270","Eritrea","ERI","AFRO","Low income",2038,0,"65+","A.1"
"46271","Antigua And Barbuda","ATG","AMRO","High income",2038,9306.02645916126,"65+","A.1"
"46272","Belize","BLZ","AMRO","Upper middle income",2038,4724.5104,"65+","A.1"
"46273","Djibouti","DJI","EMRO","Lower middle income",2038,0,"65+","A.1"
"46274","Vanuatu","VUT","WPRO","Lower middle income",2038,0,"65+","A.1"
"46275","Fiji","FJI","WPRO","Upper middle income",2038,4035.95,"65+","A.1"
"46276","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2038,0,"65+","A.1"
"46277","Sao Tome And Principe","STP","AFRO","Lower middle income",2038,0,"65+","A.1"
"46278","Tonga","TON","WPRO","Upper middle income",2038,0,"65+","A.1"
"46279","Dominica","DMA","AMRO","Upper middle income",2038,2444.86,"65+","A.1"
"46280","Saint Lucia","LCA","AMRO","Upper middle income",2038,1630.38681531332,"65+","A.1"
"46281","San Marino","SMR","EURO","High income",2038,4326.777,"65+","A.1"
"46282","Grenada","GRD","AMRO","Upper middle income",2038,1194.87874081547,"65+","A.1"
"46283","Samoa","WSM","WPRO","Lower middle income",2038,0,"65+","A.1"
"46284","Cook Islands","COK","WPRO","High income",2038,0,"65+","A.1"
"46285","Kiribati","KIR","WPRO","Lower middle income",2038,0,"65+","A.1"
"46286","Monaco","MCO","EURO","High income",2038,618.225,"65+","A.1"
"46287","Marshall Islands","MHL","WPRO","Upper middle income",2038,0,"65+","A.1"
"46288","Palau","PLW","WPRO","High income",2038,938.971622371755,"65+","A.1"
"46289","Saint Kitts and Nevis","KNA","AMRO","High income",2038,481.426245783556,"65+","A.1"
"46290","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2038,449.675,"65+","A.1"
"46291","Nauru","NRU","WPRO","High income",2038,0,"65+","A.1"
"46292","Tuvalu","TUV","WPRO","Upper middle income",2038,0,"65+","A.1"
"46293","China","CHN","WPRO","Upper middle income",2039,112485151.52,"65+","A.1"
"46294","India","IND","SEARO","Lower middle income",2039,0,"65+","A.1"
"46295","United States of America","USA","AMRO","High income",2039,63077800.97,"65+","A.1"
"46296","Brazil","BRA","AMRO","Upper middle income",2039,28422026.25,"65+","A.1"
"46297","Indonesia","IDN","SEARO","Upper middle income",2039,0,"65+","A.1"
"46298","Mexico","MEX","AMRO","Upper middle income",2039,13914199.45,"65+","A.1"
"46299","Germany","DEU","EURO","High income",2039,11547038.979,"65+","A.1"
"46300","Japan","JPN","WPRO","High income",2039,27941877.47,"65+","A.1"
"46301","Russian Federation","RUS","EURO","Upper middle income",2039,19883483.9,"65+","A.1"
"46302","Thailand","THA","SEARO","Upper middle income",2039,7227136.7665,"65+","A.1"
"46303","Italy","ITA","EURO","High income",2039,11796511.8725,"65+","A.1"
"46304","France","FRA","EURO","High income",2039,11278701.777,"65+","A.1"
"46305","Korea, Republic of","KOR","WPRO","High income",2039,13060321.02,"65+","A.1"
"46306","United Kingdom","GBR","EURO","High income",2039,13875801.346,"65+","A.1"
"46307","Bangladesh","BGD","SEARO","Lower middle income",2039,0,"65+","A.1"
"46308","Philippines","PHL","WPRO","Lower middle income",2039,3110487.41475,"65+","A.1"
"46309","Canada","CAN","AMRO","High income",2039,7412076.7805,"65+","A.1"
"46310","Viet Nam","VNM","WPRO","Lower middle income",2039,0,"65+","A.1"
"46311","Spain","ESP","EURO","High income",2039,10626916.5375,"65+","A.1"
"46312","Colombia","COL","AMRO","Upper middle income",2039,7221856.95,"65+","A.1"
"46313","Australia","AUS","WPRO","High income",2039,4747021.0065,"65+","A.1"
"46314","Peru","PER","AMRO","Upper middle income",2039,2728419.72,"65+","A.1"
"46315","Turkey","TUR","EURO","Upper middle income",2039,1603861.534,"65+","A.1"
"46316","Argentina","ARG","AMRO","Upper middle income",2039,5715756.4695,"65+","A.1"
"46317","Iran, Islamic Republic of","IRN","EMRO","Lower middle income",2039,1075946.9625,"65+","A.1"
"46318","Netherlands","NLD","EURO","High income",2039,3801739.236,"65+","A.1"
"46319","South Africa","ZAF","AFRO","Upper middle income",2039,0,"65+","A.1"
"46320","Venezuela","VEN","AMRO","Upper middle income",2039,0,"65+","A.1"
"46321","Belgium","BEL","EURO","High income",2039,1930296.347,"65+","A.1"
"46322","Portugal","PRT","EURO","High income",2039,2189443.076,"65+","A.1"
"46323","Chile","CHL","AMRO","High income",2039,3302426.048,"65+","A.1"
"46324","Nigeria","NGA","AFRO","Lower middle income",2039,0,"65+","A.1"
"46325","Poland","POL","EURO","High income",2039,1337191.35,"65+","A.1"
"46326","Greece","GRC","EURO","High income",2039,1999092.98,"65+","A.1"
"46327","Romania","ROU","EURO","High income",2039,1687809.147,"65+","A.1"
"46328","Switzerland","CHE","EURO","High income",2039,933982.86,"65+","A.1"
"46329","Saudi Arabia","SAU","EMRO","High income",2039,1141493.496,"65+","A.1"
"46330","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2039,0,"65+","A.1"
"46331","Ecuador","ECU","AMRO","Upper middle income",2039,2087847.6,"65+","A.1"
"46332","Pakistan","PAK","EMRO","Lower middle income",2039,0,"65+","A.1"
"46333","Kazakhstan","KAZ","EURO","Upper middle income",2039,584930,"65+","A.1"
"46334","Belarus","BLR","EURO","Upper middle income",2039,1523063.2,"65+","A.1"
"46335","Sudan","SDN","EMRO","Low income",2039,0,"65+","A.1"
"46336","Cuba","CUB","AMRO","Upper middle income",2039,2784423.8835,"65+","A.1"
"46337","Israel","ISR","EURO","High income",2039,1039245.624,"65+","A.1"
"46338","Austria","AUT","EURO","High income",2039,591584.67,"65+","A.1"
"46339","Ukraine","UKR","EURO","Lower middle income",2039,438521.504625,"65+","A.1"
"46340","Dominican Republic","DOM","AMRO","Upper middle income",2039,732153.0707,"65+","A.1"
"46341","Uzbekistan","UZB","EURO","Lower middle income",2039,733273.674525,"65+","A.1"
"46342","Hungary","HUN","EURO","High income",2039,594458.592,"65+","A.1"
"46343","Egypt","EGY","EMRO","Lower middle income",2039,584352.477872413,"65+","A.1"
"46344","Singapore","SGP","WPRO","High income",2039,0,"65+","A.1"
"46345","Ghana","GHA","AFRO","Lower middle income",2039,0,"65+","A.1"
"46346","Sweden","SWE","EURO","High income",2039,2009161.875,"65+","A.1"
"46347","Czech Republic","CZE","EURO","High income",2039,778713.175999999,"65+","A.1"
"46348","Uganda","UGA","AFRO","Low income",2039,0,"65+","A.1"
"46349","Malaysia","MYS","WPRO","Upper middle income",2039,285835.867689309,"65+","A.1"
"46350","Denmark","DNK","EURO","High income",2039,1228590,"65+","A.1"
"46351","Norway","NOR","EURO","High income",2039,975916.5025,"65+","A.1"
"46352","Finland","FIN","EURO","High income",2039,951774.9,"65+","A.1"
"46353","Bolivia","BOL","AMRO","Lower middle income",2039,718815.2944,"65+","A.1"
"46354","Algeria","DZA","AFRO","Lower middle income",2039,0,"65+","A.1"
"46355","Ireland","IRL","EURO","High income",2039,993278.4,"65+","A.1"
"46356","Ethiopia","ETH","AFRO","Low income",2039,0,"65+","A.1"
"46357","Honduras","HND","AMRO","Lower middle income",2039,607033.961925,"65+","A.1"
"46358","Angola","AGO","AFRO","Lower middle income",2039,0,"65+","A.1"
"46359","New Zealand","NZL","WPRO","High income",2039,958426.12,"65+","A.1"
"46360","Morocco","MAR","EMRO","Lower middle income",2039,264210.7,"65+","A.1"
"46361","Serbia","SRB","EURO","Upper middle income",2039,0,"65+","A.1"
"46362","Afghanistan","AFG","EMRO","Low income",2039,0,"65+","A.1"
"46363","Iraq","IRQ","EMRO","Upper middle income",2039,245017.491381908,"65+","A.1"
"46364","Libya","LBY","EMRO","Upper middle income",2039,876830.263210299,"65+","A.1"
"46365","Côte d'Ivoire","CIV","AFRO","Lower middle income",2039,0,"65+","A.1"
"46366","Democratic Republic of the Congo","COD","AFRO","Low income",2039,0,"65+","A.1"
"46367","El Salvador","SLV","AMRO","Upper middle income",2039,371690.1951,"65+","A.1"
"46368","Myanmar","MMR","SEARO","Lower middle income",2039,432490.775158212,"65+","A.1"
"46369","Costa Rica","CRI","AMRO","Upper middle income",2039,624556.7915,"65+","A.1"
"46370","Niger","NER","AFRO","Low income",2039,0,"65+","A.1"
"46371","Slovakia","SVK","EURO","High income",2039,226423.186,"65+","A.1"
"46372","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2039,0,"65+","A.1"
"46373","Malawi","MWI","AFRO","Low income",2039,0,"65+","A.1"
"46374","Paraguay","PRY","AMRO","Upper middle income",2039,300447.81,"65+","A.1"
"46375","Burkina Faso","BFA","AFRO","Low income",2039,0,"65+","A.1"
"46376","Tunisia","TUN","EMRO","Lower middle income",2039,149907.53824206,"65+","A.1"
"46377","Panama","PAN","AMRO","High income",2039,644556.835,"65+","A.1"
"46378","Sri Lanka","LKA","SEARO","Lower middle income",2039,0,"65+","A.1"
"46379","Syrian Arab Republic","SYR","EMRO","Low income",2039,118904.05,"65+","A.1"
"46380","Croatia","HRV","EURO","High income",2039,351167.22,"65+","A.1"
"46381","Somalia","SOM","EMRO","Low income",2039,0,"65+","A.1"
"46382","Haiti","HTI","AMRO","Lower middle income",2039,0,"65+","A.1"
"46383","Chad","TCD","AFRO","Low income",2039,0,"65+","A.1"
"46384","Slovenia","SVN","EURO","High income",2039,169725.595,"65+","A.1"
"46385","Yemen","YEM","EMRO","Low income",2039,0,"65+","A.1"
"46386","Oman","OMN","EMRO","High income",2039,225111.9,"65+","A.1"
"46387","Lithuania","LTU","EURO","High income",2039,174847.9275,"65+","A.1"
"46388","Guinea","GIN","AFRO","Lower middle income",2039,0,"65+","A.1"
"46389","Madagascar","MDG","AFRO","Low income",2039,0,"65+","A.1"
"46390","Guatemala","GTM","AMRO","Upper middle income",2039,120347,"65+","A.1"
"46391","South Sudan","SSD","AFRO","Low income",2039,0,"65+","A.1"
"46392","Nepal","NPL","SEARO","Lower middle income",2039,0,"65+","A.1"
"46393","Cameroon","CMR","AFRO","Lower middle income",2039,0,"65+","A.1"
"46394","Burundi","BDI","AFRO","Low income",2039,0,"65+","A.1"
"46395","Uruguay","URY","AMRO","High income",2039,252944.8506,"65+","A.1"
"46396","Cambodia","KHM","WPRO","Lower middle income",2039,0,"65+","A.1"
"46397","Bulgaria","BGR","EURO","Upper middle income",2039,212279.4795,"65+","A.1"
"46398","Kenya","KEN","AFRO","Lower middle income",2039,155882.6,"65+","A.1"
"46399","Azerbaijan","AZE","EURO","Upper middle income",2039,90569.262,"65+","A.1"
"46400","Moldova, Republic of","MDA","EURO","Upper middle income",2039,0,"65+","A.1"
"46401","Kuwait","KWT","EMRO","High income",2039,0,"65+","A.1"
"46402","Cyprus","CYP","EURO","High income",2039,100508.35004271,"65+","A.1"
"46403","Jordan","JOR","EMRO","Lower middle income",2039,66595.3440936506,"65+","A.1"
"46404","Zambia","ZMB","AFRO","Lower middle income",2039,0,"65+","A.1"
"46405","Togo","TGO","AFRO","Low income",2039,0,"65+","A.1"
"46406","Senegal","SEN","AFRO","Lower middle income",2039,0,"65+","A.1"
"46407","Jamaica","JAM","AMRO","Upper middle income",2039,94869.13755,"65+","A.1"
"46408","Mozambique","MOZ","AFRO","Low income",2039,0,"65+","A.1"
"46409","Albania","ALB","EURO","Upper middle income",2039,186751.0784,"65+","A.1"
"46410","Turkmenistan","TKM","EURO","Upper middle income",2039,100216.052371615,"65+","A.1"
"46411","Mauritius","MUS","AFRO","Upper middle income",2039,124291.0344,"65+","A.1"
"46412","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2039,59968.1333565412,"65+","A.1"
"46413","Kyrgyzstan","KGZ","EURO","Lower middle income",2039,67247.955,"65+","A.1"
"46414","Lebanon","LBN","EMRO","Lower middle income",2039,0,"65+","A.1"
"46415","Georgia","GEO","EURO","Upper middle income",2039,131807.03695,"65+","A.1"
"46416","Nicaragua","NIC","AMRO","Lower middle income",2039,0,"65+","A.1"
"46417","Estonia","EST","EURO","High income",2039,84936.708,"65+","A.1"
"46418","Rwanda","RWA","AFRO","Low income",2039,0,"65+","A.1"
"46419","Mali","MLI","AFRO","Low income",2039,0,"65+","A.1"
"46420","Zimbabwe","ZWE","AFRO","Lower middle income",2039,0,"65+","A.1"
"46421","Armenia","ARM","EURO","Upper middle income",2039,100459.68,"65+","A.1"
"46422","Tajikistan","TJK","EURO","Lower middle income",2039,0,"65+","A.1"
"46423","Mauritania","MRT","AFRO","Lower middle income",2039,0,"65+","A.1"
"46424","Mongolia","MNG","WPRO","Lower middle income",2039,78529.8,"65+","A.1"
"46425","Luxembourg","LUX","EURO","High income",2039,82144.812,"65+","A.1"
"46426","Botswana","BWA","AFRO","Upper middle income",2039,0,"65+","A.1"
"46427","Latvia","LVA","EURO","High income",2039,55394.2885,"65+","A.1"
"46428","Papua New Guinea","PNG","SEARO","Lower middle income",2039,0,"65+","A.1"
"46429","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2039,77684.404,"65+","A.1"
"46430","Gabon","GAB","AFRO","Upper middle income",2039,0,"65+","A.1"
"46431","Bhutan","BTN","SEARO","Lower middle income",2039,67332.13875,"65+","A.1"
"46432","Sierra Leone","SLE","AFRO","Low income",2039,0,"65+","A.1"
"46433","Benin","BEN","AFRO","Lower middle income",2039,0,"65+","A.1"
"46434","Congo","COG","AFRO","Lower middle income",2039,0,"65+","A.1"
"46435","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2039,46101.5412,"65+","A.1"
"46436","Gambia","GMB","AFRO","Low income",2039,0,"65+","A.1"
"46437","Iceland","ISL","EURO","High income",2039,56787.9,"65+","A.1"
"46438","Guyana","GUY","AMRO","High income",2039,0,"65+","A.1"
"46439","Equatorial Guinea","GNQ","AFRO","Upper middle income",2039,0,"65+","A.1"
"46440","Malta","MLT","EURO","High income",2039,98837.354,"65+","A.1"
"46441","Trinidad and Tobago","TTO","AMRO","High income",2039,34283.4980122544,"65+","A.1"
"46442","Guinea-Bissau","GNB","AFRO","Low income",2039,0,"65+","A.1"
"46443","Qatar","QAT","EMRO","High income",2039,14279.87925,"65+","A.1"
"46444","Maldives","MDV","SEARO","Upper middle income",2039,0,"65+","A.1"
"46445","Barbados","BRB","AMRO","High income",2039,0,"65+","A.1"
"46446","United Arab Emirates","ARE","EMRO","High income",2039,37898.2121950206,"65+","A.1"
"46447","Liberia","LBR","AFRO","Low income",2039,0,"65+","A.1"
"46448","Timor-Leste","TLS","SEARO","Lower middle income",2039,0,"65+","A.1"
"46449","Bahrain","BHR","EMRO","High income",2039,11926.8993114954,"65+","A.1"
"46450","Montenegro","MNE","EURO","Upper middle income",2039,26105.59305,"65+","A.1"
"46451","Brunei Darussalam","BRN","WPRO","High income",2039,12278.5468464409,"65+","A.1"
"46452","Eswatini","SWZ","AFRO","Lower middle income",2039,0,"65+","A.1"
"46453","Cape Verde","CPV","AFRO","Lower middle income",2039,0,"65+","A.1"
"46454","Namibia","NAM","AFRO","Upper middle income",2039,10267.8,"65+","A.1"
"46455","Solomon Islands","SLB","WPRO","Lower middle income",2039,0,"65+","A.1"
"46456","Comoros","COM","AFRO","Lower middle income",2039,0,"65+","A.1"
"46457","Andorra","AND","EURO","High income",2039,9466.0055,"65+","A.1"
"46458","Lesotho","LSO","AFRO","Lower middle income",2039,0,"65+","A.1"
"46459","Bahamas","BHS","AMRO","High income",2039,7244.50221644762,"65+","A.1"
"46460","Central African Republic","CAF","AFRO","Low income",2039,0,"65+","A.1"
"46461","Suriname","SUR","AMRO","Upper middle income",2039,5796.5521310752,"65+","A.1"
"46462","Seychelles","SYC","AFRO","High income",2039,0,"65+","A.1"
"46463","Eritrea","ERI","AFRO","Low income",2039,0,"65+","A.1"
"46464","Antigua And Barbuda","ATG","AMRO","High income",2039,9488.64362224223,"65+","A.1"
"46465","Belize","BLZ","AMRO","Upper middle income",2039,4928.3656,"65+","A.1"
"46466","Djibouti","DJI","EMRO","Lower middle income",2039,0,"65+","A.1"
"46467","Vanuatu","VUT","WPRO","Lower middle income",2039,0,"65+","A.1"
"46468","Fiji","FJI","WPRO","Upper middle income",2039,4069.95,"65+","A.1"
"46469","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2039,0,"65+","A.1"
"46470","Sao Tome And Principe","STP","AFRO","Lower middle income",2039,0,"65+","A.1"
"46471","Tonga","TON","WPRO","Upper middle income",2039,0,"65+","A.1"
"46472","Dominica","DMA","AMRO","Upper middle income",2039,2461.25,"65+","A.1"
"46473","Saint Lucia","LCA","AMRO","Upper middle income",2039,1667.33854883765,"65+","A.1"
"46474","San Marino","SMR","EURO","High income",2039,4411.827,"65+","A.1"
"46475","Grenada","GRD","AMRO","Upper middle income",2039,1206.71297285746,"65+","A.1"
"46476","Samoa","WSM","WPRO","Lower middle income",2039,0,"65+","A.1"
"46477","Cook Islands","COK","WPRO","High income",2039,0,"65+","A.1"
"46478","Kiribati","KIR","WPRO","Lower middle income",2039,0,"65+","A.1"
"46479","Monaco","MCO","EURO","High income",2039,611.075,"65+","A.1"
"46480","Marshall Islands","MHL","WPRO","Upper middle income",2039,0,"65+","A.1"
"46481","Palau","PLW","WPRO","High income",2039,953.800811300341,"65+","A.1"
"46482","Saint Kitts and Nevis","KNA","AMRO","High income",2039,488.340862038717,"65+","A.1"
"46483","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2039,453.875,"65+","A.1"
"46484","Nauru","NRU","WPRO","High income",2039,0,"65+","A.1"
"46485","Tuvalu","TUV","WPRO","Upper middle income",2039,0,"65+","A.1"
"46486","China","CHN","WPRO","Upper middle income",2040,114380521.28,"65+","A.1"
"46487","India","IND","SEARO","Lower middle income",2040,0,"65+","A.1"
"46488","United States of America","USA","AMRO","High income",2040,63474489.555,"65+","A.1"
"46489","Brazil","BRA","AMRO","Upper middle income",2040,29115960.375,"65+","A.1"
"46490","Indonesia","IDN","SEARO","Upper middle income",2040,0,"65+","A.1"
"46491","Mexico","MEX","AMRO","Upper middle income",2040,14346867.494,"65+","A.1"
"46492","Germany","DEU","EURO","High income",2040,11530592.829,"65+","A.1"
"46493","Japan","JPN","WPRO","High income",2040,28149754.11,"65+","A.1"
"46494","Russian Federation","RUS","EURO","Upper middle income",2040,20023999.78,"65+","A.1"
"46495","Thailand","THA","SEARO","Upper middle income",2040,7343927.178,"65+","A.1"
"46496","Italy","ITA","EURO","High income",2040,11926576.432,"65+","A.1"
"46497","France","FRA","EURO","High income",2040,11343825.69,"65+","A.1"
"46498","Korea, Republic of","KOR","WPRO","High income",2040,13263143.031,"65+","A.1"
"46499","United Kingdom","GBR","EURO","High income",2040,13985176.9325,"65+","A.1"
"46500","Bangladesh","BGD","SEARO","Lower middle income",2040,0,"65+","A.1"
"46501","Philippines","PHL","WPRO","Lower middle income",2040,3192342.3504,"65+","A.1"
"46502","Canada","CAN","AMRO","High income",2040,7478903.0495,"65+","A.1"
"46503","Viet Nam","VNM","WPRO","Lower middle income",2040,0,"65+","A.1"
"46504","Spain","ESP","EURO","High income",2040,10840832.8575,"65+","A.1"
"46505","Colombia","COL","AMRO","Upper middle income",2040,7408447.2,"65+","A.1"
"46506","Australia","AUS","WPRO","High income",2040,4813853.5845,"65+","A.1"
"46507","Peru","PER","AMRO","Upper middle income",2040,2817084.4,"65+","A.1"
"46508","Turkey","TUR","EURO","Upper middle income",2040,1654366.0845,"65+","A.1"
"46509","Argentina","ARG","AMRO","Upper middle income",2040,5847020.218,"65+","A.1"
"46510","Iran, Islamic Republic of","IRN","EMRO","Lower middle income",2040,1117166.1375,"65+","A.1"
"46511","Netherlands","NLD","EURO","High income",2040,3812736.32,"65+","A.1"
"46512","South Africa","ZAF","AFRO","Upper middle income",2040,0,"65+","A.1"
"46513","Venezuela","VEN","AMRO","Upper middle income",2040,0,"65+","A.1"
"46514","Belgium","BEL","EURO","High income",2040,1944093.928,"65+","A.1"
"46515","Portugal","PRT","EURO","High income",2040,2214027.368,"65+","A.1"
"46516","Chile","CHL","AMRO","High income",2040,3375038.04,"65+","A.1"
"46517","Nigeria","NGA","AFRO","Lower middle income",2040,0,"65+","A.1"
"46518","Poland","POL","EURO","High income",2040,1353089.55,"65+","A.1"
"46519","Greece","GRC","EURO","High income",2040,2020624.8155,"65+","A.1"
"46520","Romania","ROU","EURO","High income",2040,1706258.835,"65+","A.1"
"46521","Switzerland","CHE","EURO","High income",2040,945057.145,"65+","A.1"
"46522","Saudi Arabia","SAU","EMRO","High income",2040,1200167.232,"65+","A.1"
"46523","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2040,0,"65+","A.1"
"46524","Ecuador","ECU","AMRO","Upper middle income",2040,2157403.2,"65+","A.1"
"46525","Pakistan","PAK","EMRO","Lower middle income",2040,0,"65+","A.1"
"46526","Kazakhstan","KAZ","EURO","Upper middle income",2040,597530.4,"65+","A.1"
"46527","Belarus","BLR","EURO","Upper middle income",2040,1529163.6,"65+","A.1"
"46528","Sudan","SDN","EMRO","Low income",2040,0,"65+","A.1"
"46529","Cuba","CUB","AMRO","Upper middle income",2040,2811758.859,"65+","A.1"
"46530","Israel","ISR","EURO","High income",2040,1064763.534,"65+","A.1"
"46531","Austria","AUT","EURO","High income",2040,596050.6975,"65+","A.1"
"46532","Ukraine","UKR","EURO","Lower middle income",2040,441135.4446,"65+","A.1"
"46533","Dominican Republic","DOM","AMRO","Upper middle income",2040,751393.234975,"65+","A.1"
"46534","Uzbekistan","UZB","EURO","Lower middle income",2040,755112.24285,"65+","A.1"
"46535","Hungary","HUN","EURO","High income",2040,606595.899,"65+","A.1"
"46536","Egypt","EGY","EMRO","Lower middle income",2040,604643.409938242,"65+","A.1"
"46537","Singapore","SGP","WPRO","High income",2040,0,"65+","A.1"
"46538","Ghana","GHA","AFRO","Lower middle income",2040,0,"65+","A.1"
"46539","Sweden","SWE","EURO","High income",2040,2027805,"65+","A.1"
"46540","Czech Republic","CZE","EURO","High income",2040,795465.856,"65+","A.1"
"46541","Uganda","UGA","AFRO","Low income",2040,0,"65+","A.1"
"46542","Malaysia","MYS","WPRO","Upper middle income",2040,295525.016736907,"65+","A.1"
"46543","Denmark","DNK","EURO","High income",2040,1238380.8,"65+","A.1"
"46544","Norway","NOR","EURO","High income",2040,988507.949,"65+","A.1"
"46545","Finland","FIN","EURO","High income",2040,951798.4425,"65+","A.1"
"46546","Bolivia","BOL","AMRO","Lower middle income",2040,741651.7668,"65+","A.1"
"46547","Algeria","DZA","AFRO","Lower middle income",2040,0,"65+","A.1"
"46548","Ireland","IRL","EURO","High income",2040,1017711.2,"65+","A.1"
"46549","Ethiopia","ETH","AFRO","Low income",2040,0,"65+","A.1"
"46550","Honduras","HND","AMRO","Lower middle income",2040,636190.3134,"65+","A.1"
"46551","Angola","AGO","AFRO","Lower middle income",2040,0,"65+","A.1"
"46552","New Zealand","NZL","WPRO","High income",2040,968618.48,"65+","A.1"
"46553","Morocco","MAR","EMRO","Lower middle income",2040,271827.45,"65+","A.1"
"46554","Serbia","SRB","EURO","Upper middle income",2040,0,"65+","A.1"
"46555","Afghanistan","AFG","EMRO","Low income",2040,0,"65+","A.1"
"46556","Iraq","IRQ","EMRO","Upper middle income",2040,257164.839787689,"65+","A.1"
"46557","Libya","LBY","EMRO","Upper middle income",2040,927363.513491086,"65+","A.1"
"46558","Côte d'Ivoire","CIV","AFRO","Lower middle income",2040,0,"65+","A.1"
"46559","Democratic Republic of the Congo","COD","AFRO","Low income",2040,0,"65+","A.1"
"46560","El Salvador","SLV","AMRO","Upper middle income",2040,381106.4565,"65+","A.1"
"46561","Myanmar","MMR","SEARO","Lower middle income",2040,442557.096866314,"65+","A.1"
"46562","Costa Rica","CRI","AMRO","Upper middle income",2040,638930.815,"65+","A.1"
"46563","Niger","NER","AFRO","Low income",2040,0,"65+","A.1"
"46564","Slovakia","SVK","EURO","High income",2040,230451.6705,"65+","A.1"
"46565","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2040,0,"65+","A.1"
"46566","Malawi","MWI","AFRO","Low income",2040,0,"65+","A.1"
"46567","Paraguay","PRY","AMRO","Upper middle income",2040,308386.26,"65+","A.1"
"46568","Burkina Faso","BFA","AFRO","Low income",2040,0,"65+","A.1"
"46569","Tunisia","TUN","EMRO","Lower middle income",2040,154443.774161398,"65+","A.1"
"46570","Panama","PAN","AMRO","High income",2040,665206.82,"65+","A.1"
"46571","Sri Lanka","LKA","SEARO","Lower middle income",2040,0,"65+","A.1"
"46572","Syrian Arab Republic","SYR","EMRO","Low income",2040,123603.6,"65+","A.1"
"46573","Croatia","HRV","EURO","High income",2040,351581.58,"65+","A.1"
"46574","Somalia","SOM","EMRO","Low income",2040,0,"65+","A.1"
"46575","Haiti","HTI","AMRO","Lower middle income",2040,0,"65+","A.1"
"46576","Chad","TCD","AFRO","Low income",2040,0,"65+","A.1"
"46577","Slovenia","SVN","EURO","High income",2040,171487.335,"65+","A.1"
"46578","Yemen","YEM","EMRO","Low income",2040,0,"65+","A.1"
"46579","Oman","OMN","EMRO","High income",2040,237964.638,"65+","A.1"
"46580","Lithuania","LTU","EURO","High income",2040,174949.555,"65+","A.1"
"46581","Guinea","GIN","AFRO","Lower middle income",2040,0,"65+","A.1"
"46582","Madagascar","MDG","AFRO","Low income",2040,0,"65+","A.1"
"46583","Guatemala","GTM","AMRO","Upper middle income",2040,124884.75935,"65+","A.1"
"46584","South Sudan","SSD","AFRO","Low income",2040,0,"65+","A.1"
"46585","Nepal","NPL","SEARO","Lower middle income",2040,0,"65+","A.1"
"46586","Cameroon","CMR","AFRO","Lower middle income",2040,0,"65+","A.1"
"46587","Burundi","BDI","AFRO","Low income",2040,0,"65+","A.1"
"46588","Uruguay","URY","AMRO","High income",2040,257348.8492,"65+","A.1"
"46589","Cambodia","KHM","WPRO","Lower middle income",2040,0,"65+","A.1"
"46590","Bulgaria","BGR","EURO","Upper middle income",2040,213965.897,"65+","A.1"
"46591","Kenya","KEN","AFRO","Lower middle income",2040,162021.975,"65+","A.1"
"46592","Azerbaijan","AZE","EURO","Upper middle income",2040,92023.0368,"65+","A.1"
"46593","Moldova, Republic of","MDA","EURO","Upper middle income",2040,0,"65+","A.1"
"46594","Kuwait","KWT","EMRO","High income",2040,0,"65+","A.1"
"46595","Cyprus","CYP","EURO","High income",2040,102893.762620573,"65+","A.1"
"46596","Jordan","JOR","EMRO","Lower middle income",2040,69791.5032106694,"65+","A.1"
"46597","Zambia","ZMB","AFRO","Lower middle income",2040,0,"65+","A.1"
"46598","Togo","TGO","AFRO","Low income",2040,0,"65+","A.1"
"46599","Senegal","SEN","AFRO","Lower middle income",2040,0,"65+","A.1"
"46600","Jamaica","JAM","AMRO","Upper middle income",2040,96917.95425,"65+","A.1"
"46601","Mozambique","MOZ","AFRO","Low income",2040,0,"65+","A.1"
"46602","Albania","ALB","EURO","Upper middle income",2040,187192.0512,"65+","A.1"
"46603","Turkmenistan","TKM","EURO","Upper middle income",2040,103761.374248417,"65+","A.1"
"46604","Mauritius","MUS","AFRO","Upper middle income",2040,125867.7394,"65+","A.1"
"46605","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2040,62054.5487237616,"65+","A.1"
