country,iso3c,WHO_region,income_g,year,model_age_group,vacc_scenario,doses,pop,cluster_code,hemisphere,intro_year,vacc_used
Lao People's Democratic Republic,LAO,WPRO,Lower middle income,2049,4,0,39731.6718127461,929885,CHN,NH,2010,0
Lao People's Democratic Republic,LAO,WPRO,Lower middle income,2050,1,0,0,678384.5,CHN,NH,2010,0
Lao People's Democratic Republic,LAO,WPRO,Lower middle income,2050,2,0,0,1843262,CHN,NH,2010,0
Lao People's Democratic Republic,LAO,WPRO,Lower middle income,2050,3,0,36812.77802443846,7890177.253912104,CHN,NH,2010,0
Lao People's Democratic Republic,LAO,WPRO,Lower middle income,2050,4,0,41341.6871647262,967566,CHN,NH,2010,0
Latvia,LVA,EURO,High income,2025,1,0,24368.5806,77213.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2025,2,0,0,266985.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2025,3,0,20092.14651738263,1511858.0607353598,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2025,4,0,31677.6845,411398.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2026,1,0,22927.3932,72647,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2026,2,0,0,262339,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2026,3,0,19833.93147750725,1494007.6417309227,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2026,4,0,32027.688,415944,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2027,1,0,21793.4424,69054,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2027,2,0,0,257718,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2027,3,0,19641.95366094753,1479990.833185038,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2027,4,0,32342.0405,420026.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2028,1,0,21137.6256,66976,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2028,2,0,0,252940,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2028,3,0,19466.58717191709,1465245.5987683656,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2028,4,0,32582.165,423145,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2029,1,0,20768.058,65805,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2029,2,0,0,247946.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2029,3,0,19258.18456051334,1450577.092018943,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2029,4,0,32752.181,425353,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2030,1,0,20439.6762,64764.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2030,2,0,0,242054.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2030,3,0,19071.18408258702,1438036.9670307266,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2030,4,0,32840.731,426503,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2031,1,0,20159.2656,63876,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2031,2,0,0,234868.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2031,3,0,18911.4110661187,1427801.8725237004,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2031,4,0,32896.864,427232,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2032,1,0,19934.874,63165,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2032,2,0,0,226464.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2032,3,0,18778.66989172413,1419188.7291724011,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2032,4,0,32964.5085,428110.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2033,1,0,19773.129,62652.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2033,2,0,0,217096,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2033,3,0,18668.11448447145,1411817.0333789303,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2033,4,0,33029.458,428954,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2034,1,0,19688.706,62385,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2034,2,0,0,207486,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2034,3,0,18572.73678516621,1404970.5819159974,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2034,4,0,33096.7175,429827.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2035,1,0,19680.027,62357.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2035,2,0,0,198422.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2035,3,0,18487.07802372491,1397350.1010862433,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2035,4,0,33183.689,430957,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2036,1,0,19731.9432,62522,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2036,2,0,0,190682.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2036,3,0,18397.46185091048,1387227.6889347476,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2036,4,0,33311.3935,432615.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2037,1,0,19837.9848,62858,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2037,2,0,0,184047,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2037,3,0,18304.49542472429,1375615.6794296876,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2037,4,0,33440.176,434288,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2038,1,0,19988.6838,63335.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2038,2,0,0,178297,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2038,3,0,18215.916999247278,1363629.3422638923,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2038,4,0,33525.9925,435402.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2039,1,0,20160.8436,63881,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2039,2,0,0,173162,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2039,3,0,18125.55002845617,1351089.161500723,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2039,4,0,33585.5135,436175.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2040,1,0,20345.943,64467.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2040,2,0,0,168955.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2040,3,0,18024.852362955033,1337635.5013039766,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2040,4,0,33633.369,436797,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2041,1,0,20532.147,65057.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2041,2,0,0,166576,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2041,3,0,17909.262447592748,1322368.400022312,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2041,4,0,33654.544,437072,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2042,1,0,20702.2554,65596.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2042,2,0,0,165422,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2042,3,0,17785.71964499916,1306396.6212191505,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2042,4,0,33635.525,436825,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2043,1,0,20842.8552,66042,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2043,2,0,0,164711,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2043,3,0,17656.83749520877,1290886.2217594914,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2043,4,0,33573.078,436014,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2044,1,0,20938.0086,66343.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2044,2,0,0,164353,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2044,3,0,17515.750628573252,1275240.5695398906,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2044,4,0,33496.8865,435024.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2045,1,0,20975.0916,66461,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2045,2,0,0,164301,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2045,3,0,17358.776185949508,1258982.5136049865,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2045,4,0,33433.631,434203,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2046,1,0,20951.2638,66385.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2046,2,0,0,164572.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2046,3,0,17183.635557563728,1242105.7564646844,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2046,4,0,33393.129,433677,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2047,1,0,20865.4206,66113.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2047,2,0,0,165124,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2047,3,0,16995.02129175385,1224492.2681928484,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2047,4,0,33393.591,433683,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2048,1,0,20709.3564,65619,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2048,2,0,0,165842,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2048,3,0,16780.25098795637,1205272.0873475312,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2048,4,0,33478.3295,434783.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2049,1,0,20481.3354,64896.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2049,2,0,0,166646,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2049,3,0,16544.63915033822,1185139.2744878312,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2049,4,0,33615.6205,436566.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2050,1,0,20183.0934,63951.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2050,2,0,0,167463.5,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2050,3,0,16297.33781708372,1165422.5240754774,GBR,NH,2010,0
Latvia,LVA,EURO,High income,2050,4,0,33740.091,438183,GBR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2025,1,0,0,455868,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2025,2,0,0,1367489.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2025,3,0,318228.132630583,4526772.109519909,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2025,4,0,0,610855,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2026,1,0,0,453966,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2026,2,0,0,1351474.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2026,3,0,322249.39672103,4582408.089646588,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2026,4,0,0,633662,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2027,1,0,0,453439.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2027,2,0,0,1332712,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2027,3,0,326486.884356797,4641208.278326721,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2027,4,0,0,657071,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2028,1,0,0,454181,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2028,2,0,0,1311159.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2028,3,0,330899.270331099,4702549.509771249,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2028,4,0,0,681314,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2029,1,0,0,456058.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2029,2,0,0,1287404,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2029,3,0,335475.326487411,4766275.785308783,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2029,4,0,0,706614.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2030,1,0,0,458682.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2030,2,0,0,1262725.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2030,3,0,340042.949878866,4830084.1987892985,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2030,4,0,0,733076.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2031,1,0,0,462022,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2031,2,0,0,1238620,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2031,3,0,344461.43912497,4892054.03546082,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2031,4,0,0,760616.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2032,1,0,0,465768.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2032,2,0,0,1216214,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2032,3,0,348500.593722076,4948796.7070000265,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2032,4,0,0,788683,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2033,1,0,0,469490.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2033,2,0,0,1196540.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2033,3,0,351963.944225963,4997370.58313828,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2033,4,0,0,816456.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2034,1,0,0,473421,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2034,2,0,0,1181744.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2034,3,0,355046.469205296,5040560.55769407,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2034,4,0,0,843323,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2035,1,0,0,477288.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2035,2,0,0,1173348,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2035,3,0,357666.682993028,5077284.500367921,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2035,4,0,0,868627,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2036,1,0,0,480849,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2036,2,0,0,1172698,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2036,3,0,359871.454989416,5108077.020381834,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2036,4,0,0,892004.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2037,1,0,0,484138,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2037,2,0,0,1181147.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2037,3,0,361815.416943418,5135126.526332924,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2037,4,0,0,913601,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2038,1,0,0,486659,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2038,2,0,0,1189670,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2038,3,0,363987.110138431,5165133.466416213,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2038,4,0,0,933628,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2039,1,0,0,488241.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2039,2,0,0,1194600,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2039,3,0,366574.384894372,5200727.845150946,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2039,4,0,0,952376,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2040,1,0,0,488710.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2040,2,0,0,1200935.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2040,3,0,369041.224859394,5234713.783181424,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2040,4,0,0,970151.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2041,1,0,0,487956.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2041,2,0,0,1208316,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2041,3,0,371367.875932394,5266525.204888332,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2041,4,0,0,987324.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2042,1,0,0,485986.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2042,2,0,0,1216061.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2042,3,0,373475.741017714,5295089.407102343,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2042,4,0,0,1004270,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2043,1,0,0,482645,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2043,2,0,0,1223185.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2043,3,0,375242.195600961,5318664.8783392925,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2043,4,0,0,1021161.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2044,1,0,0,478516,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2044,2,0,0,1230207,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2044,3,0,377094.655067782,5343279.481982019,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2044,4,0,0,1038334.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2045,1,0,0,473819.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2045,2,0,0,1236873,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2045,3,0,379080.2683576,5369745.273381479,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2045,4,0,0,1056025,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2046,1,0,0,468271.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2046,2,0,0,1242068.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2046,3,0,380855.761373899,5393167.793567425,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2046,4,0,0,1074114.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2047,1,0,0,462463,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2047,2,0,0,1246224,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2047,3,0,382767.576323749,5418455.521820438,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2047,4,0,0,1092495,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2048,1,0,0,456336.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2048,2,0,0,1248687.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2048,3,0,384693.973900121,5444028.0033781165,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2048,4,0,0,1110654.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2049,1,0,0,449696.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2049,2,0,0,1248459.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2049,3,0,386391.848207843,5466396.334327126,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2049,4,0,0,1127992.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2050,1,0,0,443129.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2050,2,0,0,1245955.5,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2050,3,0,388188.027122467,5490178.046390416,TUR,NH,2010,0
Lebanon,LBN,EMRO,Lower middle income,2050,4,0,0,1144161,TUR,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2025,1,0,0,261301.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2025,2,0,0,695363,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2025,3,0,0,1993402.983544215,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2025,4,0,0,91708,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2026,1,0,0,260212,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2026,2,0,0,696457.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2026,3,0,0,2029343.006052358,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2026,4,0,0,93217.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2027,1,0,0,259819.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2027,2,0,0,696304,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2027,3,0,0,2066215.7715725005,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2027,4,0,0,94653,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2028,1,0,0,259666,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2028,2,0,0,695661.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2028,3,0,0,2103713.082331331,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2028,4,0,0,95964.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2029,1,0,0,259612.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2029,2,0,0,693540,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2029,3,0,0,2143688.900215226,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2029,4,0,0,97178,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2030,1,0,0,259679,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2030,2,0,0,689856.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2030,3,0,0,2185765.669976007,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2030,4,0,0,98357.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2031,1,0,0,259851,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2031,2,0,0,685638,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2031,3,0,0,2228665.6044740053,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2031,4,0,0,99496,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2032,1,0,0,260190.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2032,2,0,0,681167.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2032,3,0,0,2272189.16920312,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2032,4,0,0,100582,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2033,1,0,0,260690.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2033,2,0,0,676696,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2033,3,0,0,2315803.972658605,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2033,4,0,0,101607.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2034,1,0,0,261296,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2034,2,0,0,672029,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2034,3,0,0,2359733.495916983,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2034,4,0,0,102565,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2035,1,0,0,261951.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2035,2,0,0,667579,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2035,3,0,0,2403437.8535241373,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2035,4,0,0,103510,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2036,1,0,0,262622.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2036,2,0,0,664032,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2036,3,0,0,2445900.227793389,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2036,4,0,0,104511,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2037,1,0,0,263189,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2037,2,0,0,661659,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2037,3,0,0,2486086.2959425165,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2037,4,0,0,105606,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2038,1,0,0,263509.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2038,2,0,0,660466,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2038,3,0,0,2523857.779984157,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2038,4,0,0,106860,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2039,1,0,0,263559.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2039,2,0,0,660372.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2039,3,0,0,2559580.0258417004,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2039,4,0,0,108463.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2040,1,0,0,263399,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2040,2,0,0,661113,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2040,3,0,0,2593257.4550225753,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2040,4,0,0,110650,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2041,1,0,0,263045,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2041,2,0,0,662192.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2041,3,0,0,2625291.5915166754,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2041,4,0,0,113569.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2042,1,0,0,262447.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2042,2,0,0,663364,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2042,3,0,0,2655827.7863625735,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2042,4,0,0,117271.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2043,1,0,0,261677.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2043,2,0,0,664509.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2043,3,0,0,2684772.6352884057,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2043,4,0,0,121765.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2044,1,0,0,260806.5,GHA,NH,2010,0
Lesotho,LSO,AFRO,Lower middle income,2044,2,0,0,665524,GHA,NH,2010,0
